
30101041, 30101043, 5, 20, 30101045, 非常幸运的得到了新后代, 1000, 
30101041, 30101044, 5, 20, 30101045, 非常幸运的得到了新后代, 1000, 
30101042, 30101043, 5, 20, 30101046, 非常幸运的得到了新后代, 1000, 
30101042, 30101044, 5, 20, 30101046, 非常幸运的得到了新后代, 1000, 
30101043, 30101044, 5, 20, 30101047, 非常幸运的得到了新后代, 1000, 
30101045, 30101046, 5, 20, 30101048, 非常幸运的得到了新后代, 1000, 
30101045, 30101047, 5, 20, 30101048, 非常幸运的得到了新后代, 1000, 
30101046, 30101047, 5, 20, 30101049, 非常幸运的得到了新后代, 1000, 
30101048, 30101049, 5, 20, 30101050, 非常幸运的得到了新后代, 1000, 
30101051, 30101052, 5, 10, 30101053, 非常幸运的得到了新后代, 1000, 
30101061, 30101062, 5, 10, 30101063, 非常幸运的得到了新后代, 1000, 
30101071, 30101072, 5, 10, 30101073, 非常幸运的得到了新后代, 1000, 
30101081, 30101082, 5, 20, 30101085, 非常幸运的得到了新后代, 1000, 
30101081, 30101083, 5, 20, 30101085, 非常幸运的得到了新后代, 1000, 
30101081, 30101084, 5, 20, 30101085, 非常幸运的得到了新后代, 1000, 
30101082, 30101083, 5, 20, 30101086, 非常幸运的得到了新后代, 1000, 
30101082, 30101084, 5, 20, 30101086, 非常幸运的得到了新后代, 1000, 
30101083, 30101084, 5, 20, 30101087, 非常幸运的得到了新后代, 1000, 
30101085, 30101086, 5, 20, 30101088, 非常幸运的得到了新后代, 1000, 
30101085, 30101087, 5, 20, 30101088, 非常幸运的得到了新后代, 1000, 
30101086, 30101087, 5, 20, 30101089, 非常幸运的得到了新后代, 1000, 
30101088, 30101089, 5, 20, 30101090, 非常幸运的得到了新后代, 1000, 
30101091, 30101092, 5, 10, 30101093, 非常幸运的得到了新后代, 1000, 
30101101, 30101102, 5, 10, 30101103, 非常幸运的得到了新后代, 1000, 
30101111, 30101122, 5, 10, 30101123, 非常幸运的得到了新后代, 1000, 
30101112, 30101121, 5, 10, 30101113, 非常幸运的得到了新后代, 1000, 
30101131, 30101132, 5, 10, 30101133, 非常幸运的得到了新后代, 1000, 
30101141, 30101142, 5, 10, 30101143, 非常幸运的得到了新后代, 1000, 
30108001, 30108002, 5, 10, 30108003, 非常幸运的得到了新后代, 1000, 
30108011, 30108012, 5, 10, 30108013, 非常幸运的得到了新后代, 1000, 
30108021, 30108022, 5, 10, 30108023, 非常幸运的得到了新后代, 1000, 
