
10034, 4, 3, 0, 1, 0, , , , 9, 8, 0, 0, 10035, 扩大昆仑玉范围8米，该类型技能只会取最高等级的生效，无法叠加。###扩大昆仑玉范围10米, 探宝, 1, 360000, 0, 0, SKILLL_PET_tance, 0, 0, 0, 
10035, 5, 3, 0, 1, 0, , , , 9, 10, 0, 0, 0, 扩大昆仑玉范围10米，该类型技能只会取最高等级的生效，无法叠加。###扩大昆仑玉范围8米, 探宝, 1, 540000, 0, 0, SKILLL_PET_tance, 0, 0, 0, 
10041, 1, 4, 0, 1, 0, , , , 5, 100, 0, 0, 0, 可以降低送信费用，该类型技能只会取最高等级的生效，无法叠加。, 降低邮费, 1, 0, 0, 0, , 0, 0, 0, 
10042, 1, 5, 0, 1, 0, , , , 6, 10, 0, 0, 0, 可以降低送信时间，该类型技能只会取最高等级的生效，无法叠加。, 快捷送信, 1, 0, 0, 0, , 0, 0, 0, 
10051, 1, 6, 0, 1, 0, , , , 8, 60, 0, 0, 10052, 减少御风神行的调息时间60秒，该类型技能只会取最高等级的生效，无法叠加。###减少御风神行的调息时间60秒, 快捷传送, 1, 0, 30106002, 1, SKILLL_PET_kuaijiecs, 0, 0, 0, 
10052, 2, 6, 0, 1, 0, , , , 8, 180, 0, 0, 10053, 减少御风神行的调息时间180秒，该类型技能只会取最高等级的生效，无法叠加。###减少御风神行的调息时间180秒, 快捷传送, 1, 150000, 0, 0, SKILLL_PET_kuaijiecs, 0, 0, 0, 
10053, 3, 6, 0, 1, 0, , , , 8, 300, 0, 0, 10054, 减少御风神行的调息时间300秒，该类型技能只会取最高等级的生效，无法叠加。###减少御风神行的调息时间300秒, 快捷传送, 1, 300000, 0, 0, SKILLL_PET_kuaijiecs, 0, 0, 0, 
10054, 4, 6, 0, 1, 0, , , , 8, 420, 0, 0, 10055, 减少御风神行的调息时间420秒，该类型技能只会取最高等级的生效，无法叠加。###减少御风神行的调息时间420秒, 快捷传送, 1, 900000, 0, 0, SKILLL_PET_kuaijiecs, 0, 0, 0, 
10055, 5, 6, 0, 1, 0, , , , 8, 480, 0, 0, 0, 减少御风神行的调息时间480秒，该类型技能只会取最高等级的生效，无法叠加。###减少御风神行的调息时间480秒, 快捷传送, 1, 1350000, 0, 0, SKILLL_PET_kuaijiecs, 0, 0, 0, 
10061, 1, 7, 0, 1, 14400, , , , 7, 1, 0, 0, 0, 可以使用随身商店功能，并且在市集商店中获得修理功能###随身商店, 随身商店, 1, 0, 30106010, 1, SKILLL_PET_shangdian, 0, 0, 0, 
10062, 2, 7, 0, 1, 7200, , , , 7, 1, 0, 0, 0, 可以使用随身商店功能，并且在市集商店中获得修理功能###随身商店, 随身商店, 1, 0, 0, 0, SKILLL_PET_shangdian, 0, 0, 0, 
10063, 3, 7, 0, 1, 3600, , , , 7, 1, 0, 0, 0, 可以使用随身商店功能，并且在市集商店中获得修理功能###随身商店, 随身商店, 1, 0, 0, 0, SKILLL_PET_shangdian, 0, 0, 0, 
10064, 4, 7, 0, 1, 1800, , , , 7, 1, 0, 0, 0, 可以使用随身商店功能，并且在市集商店中获得修理功能###随身商店, 随身商店, 1, 0, 0, 0, SKILLL_PET_shangdian, 0, 0, 0, 
10071, 1, 8, 0, 1, 0, , , , 10, 1800, 0, 0, 10072, 增加摆摊时长1800秒$$该类型技能只会取最高等级的生效，无法叠加。###增加摆摊时长1800秒, 旺财, 1, 0, 30106004, 1, SKILLL_PET_baitantime, 0, 0, 0, 
10072, 2, 8, 0, 1, 0, , , , 10, 3600, 0, 0, 10073, 增加摆摊时长3600秒$$该类型技能只会取最高等级的生效，无法叠加。###增加摆摊时长3600秒, 旺财, 1, 50000, 0, 0, SKILLL_PET_baitantime, 0, 0, 0, 
10073, 3, 8, 0, 1, 0, , , , 10, 5400, 0, 0, 10074, 增加摆摊时长5400秒$$该类型技能只会取最高等级的生效，无法叠加。###增加摆摊时长5400秒, 旺财, 1, 100000, 0, 0, SKILLL_PET_baitantime, 0, 0, 0, 
10074, 4, 8, 0, 1, 0, , , , 10, 7200, 0, 0, 10075, 增加摆摊时长7200秒$$该类型技能只会取最高等级的生效，无法叠加。###增加摆摊时长7200秒, 旺财, 1, 300000, 0, 0, SKILLL_PET_baitantime, 0, 0, 0, 
10075, 5, 8, 0, 1, 0, , , , 10, 9000, 0, 0, 0, 增加摆摊时长9000秒$$该类型技能只会取最高等级的生效，无法叠加。###增加摆摊时长9000秒, 旺财, 1, 450000, 0, 0, SKILLL_PET_baitantime, 0, 0, 0, 
10081, 1, 9, 0, 1, 0, , , , 11, 1, 0, 0, 10082, 每日额外回复1%上限的活力$$该类型技能只会取最高等级的生效，无法叠加。###每日额外回复1%上限的活力, 舒骨, 1, 0, 30106005, 1, SKILLL_PET_huifu01, 0, 0, 0, 
10082, 2, 9, 0, 1, 0, , , , 11, 2, 0, 0, 10083, 每日额外回复2%上限的活力$$该类型技能只会取最高等级的生效，无法叠加。###每日额外回复2%上限的活力, 舒骨, 1, 80000, 0, 0, SKILLL_PET_huifu01, 0, 0, 0, 
10083, 3, 9, 0, 1, 0, , , , 11, 3, 0, 0, 10084, 每日额外回复3%上限的活力$$该类型技能只会取最高等级的生效，无法叠加。###每日额外回复3%上限的活力, 舒骨, 1, 160000, 0, 0, SKILLL_PET_huifu01, 0, 0, 0, 
10084, 4, 9, 0, 1, 0, , , , 11, 4, 0, 0, 10085, 每日额外回复4%上限的活力$$该类型技能只会取最高等级的生效，无法叠加。###每日额外回复4%上限的活力, 舒骨, 1, 480000, 0, 0, SKILLL_PET_huifu01, 0, 0, 0, 
10085, 5, 9, 0, 1, 0, , , , 11, 5, 0, 0, 0, 每日额外回复5%上限的活力$$该类型技能只会取最高等级的生效，无法叠加。###每日额外回复5%上限的活力, 舒骨, 1, 720000, 0, 0, SKILLL_PET_huifu01, 0, 0, 0, 
10091, 1, 10, 0, 1, 0, , , , 13, 500, 0, 0, 10092, 增加制造出多属性装备概率$$等级越高效果越好，该类型技能只会取最高等级的生效，无法叠加。###增加制造出多属性装备概率, 好运, 1, 0, 30106006, 1, SKILLL_PET_shuangcizhui, 0, 0, 0, 
10092, 2, 10, 0, 1, 0, , , , 13, 1000, 0, 0, 10093, 增加制造出多属性装备概率$$等级越高效果越好，该类型技能只会取最高等级的生效，无法叠加。###增加制造出多属性装备概率, 好运, 1, 180000, 0, 0, SKILLL_PET_shuangcizhui, 0, 0, 0, 
10093, 3, 10, 0, 1, 0, , , , 13, 2000, 0, 0, 10094, 增加制造出多属性装备概率$$等级越高效果越好，该类型技能只会取最高等级的生效，无法叠加。###增加制造出多属性装备概率, 好运, 1, 360000, 0, 0, SKILLL_PET_shuangcizhui, 0, 0, 0, 
10094, 4, 10, 0, 1, 0, , , , 13, 3000, 0, 0, 10095, 增加制造出多属性装备概率$$等级越高效果越好，该类型技能只会取最高等级的生效，无法叠加。###增加制造出多属性装备概率, 好运, 1, 1080000, 0, 0, SKILLL_PET_shuangcizhui, 0, 0, 0, 
10095, 5, 10, 0, 1, 0, , , , 13, 4000, 0, 0, 0, 增加制造出多属性装备概率$$等级越高效果越好，该类型技能只会取最高等级的生效，无法叠加。###增加制造出多属性装备概率, 好运, 1, 1620000, 0, 0, SKILLL_PET_shuangcizhui, 0, 0, 0, 
10101, 1, 11, 0, 1, 0, , , , 17, 1, 0, 0, 10102, 修为获取速度+1%，该类型技能只会取最高等级的生效，无法叠加。###修为获取速度+1%, 宁心, 1, 0, 30106007, 1, SKILLL_PET_huifu02, 0, 0, 0, 
10102, 2, 11, 0, 1, 0, , , , 17, 2, 0, 0, 10103, 修为获取速度+2%，该类型技能只会取最高等级的生效，无法叠加。###修为获取速度+2%, 宁心, 1, 200000, 0, 0, SKILLL_PET_huifu02, 0, 0, 0, 
10103, 3, 11, 0, 1, 0, , , , 17, 3, 0, 0, 10104, 修为获取速度+3%，该类型技能只会取最高等级的生效，无法叠加。###修为获取速度+3%, 宁心, 1, 400000, 0, 0, SKILLL_PET_huifu02, 0, 0, 0, 
10104, 4, 11, 0, 1, 0, , , , 17, 4, 0, 0, 10105, 修为获取速度+4%，该类型技能只会取最高等级的生效，无法叠加。###修为获取速度+4%, 宁心, 1, 1200000, 0, 0, SKILLL_PET_huifu02, 0, 0, 0, 
10105, 5, 11, 0, 1, 0, , , , 17, 5, 0, 0, 0, 修为获取速度+5%，该类型技能只会取最高等级的生效，无法叠加。###修为获取速度+5%, 宁心, 1, 1800000, 0, 0, SKILLL_PET_huifu02, 0, 0, 0, 
10201, 1, 101, 0, 1, 0, , , , 19, 10, 0, 0, 10202, 减少原地复活时间10%，该类型技能只会取最高等级的生效，无法叠加。###减少原地复活时间10%, 仁心, 1, 0, 30106011, 1, SKILLL_PET_Revival01, 0, 0, 0, 
10202, 2, 101, 0, 1, 0, , , , 19, 20, 0, 0, 10203, 减少原地复活时间20%，该类型技能只会取最高等级的生效，无法叠加。###减少原地复活时间20%, 仁心, 1, 400000, 0, 0, SKILLL_PET_Revival01, 0, 0, 0, 
10203, 3, 101, 0, 1, 0, , , , 19, 30, 0, 0, 10204, 减少原地复活时间30%，该类型技能只会取最高等级的生效，无法叠加。###减少原地复活时间30%, 仁心, 1, 800000, 0, 0, SKILLL_PET_Revival01, 0, 0, 0, 
10204, 4, 101, 0, 1, 0, , , , 19, 40, 0, 0, 10205, 减少原地复活时间40%，该类型技能只会取最高等级的生效，无法叠加。###减少原地复活时间40%, 仁心, 1, 2400000, 0, 0, SKILLL_PET_Revival01, 0, 0, 0, 
10205, 5, 101, 0, 1, 0, , , , 19, 50, 0, 0, 0, 减少原地复活时间50%，该类型技能只会取最高等级的生效，无法叠加。###减少原地复活时间50%, 仁心, 1, 3000000, 0, 0, SKILLL_PET_Revival01, 0, 0, 0, 
10301, 1, 102, 0, 1, 0, , , , 20, 1, 0, 0, 0, 可以使用随身拍卖行功能###随身拍卖行, 随身拍卖行, 1, 0, 30106012, 1, SKILLL_PET_paimai, 0, 0, 0, 
10501, 1, 12, 0, 1, 0, , , , 14, 251014101, 0, 0, 10502, 强化琴曲：折红英\n攻击效果额外提升, 琴曲:折红英, 1, 0, 30106101, 1, SKILLL_PET_yuequ02, 0, 0, 0, 
10502, 2, 12, 0, 1, 0, , , , 14, 251014102, 0, 0, 10503, 强化琴曲：折红英\n攻击效果额外提升, 琴曲:折红英, 1, 60000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10503, 3, 12, 0, 1, 0, , , , 14, 251014103, 0, 0, 10504, 强化琴曲：折红英\n攻击效果额外提升, 琴曲:折红英, 1, 120000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10504, 4, 12, 0, 1, 0, , , , 14, 251014104, 0, 0, 10505, 强化琴曲：折红英\n攻击效果额外提升, 琴曲:折红英, 1, 360000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10505, 5, 12, 0, 1, 0, , , , 14, 251014105, 0, 0, 0, 强化琴曲：折红英\n攻击效果额外提升, 琴曲:折红英, 1, 540000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10511, 1, 13, 0, 1, 0, , , , 14, 251017101, 0, 0, 10512, 强化琴曲:太平令\n气血额外回复, 琴曲:太平令, 1, 0, 30106102, 1, SKILLL_PET_yuequ02, 0, 0, 0, 
10512, 2, 13, 0, 1, 0, , , , 14, 251017102, 0, 0, 10513, 强化琴曲:太平令\n气血额外回复, 琴曲:太平令, 1, 60000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10513, 3, 13, 0, 1, 0, , , , 14, 251017103, 0, 0, 10514, 强化琴曲:太平令\n气血额外回复, 琴曲:太平令, 1, 120000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10514, 4, 13, 0, 1, 0, , , , 14, 251017104, 0, 0, 10515, 强化琴曲:太平令\n气血额外回复, 琴曲:太平令, 1, 360000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10515, 5, 13, 0, 1, 0, , , , 14, 251017105, 0, 0, 0, 强化琴曲:太平令\n气血额外回复, 琴曲:太平令, 1, 540000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10521, 1, 14, 0, 1, 0, , , , 14, 251019101, 0, 0, 10522, 强化琴曲:破阵子\n内功攻击额外提升, 琴曲:破阵子, 1, 0, 30106103, 1, SKILLL_PET_yuequ02, 0, 0, 0, 
10522, 2, 14, 0, 1, 0, , , , 14, 251019102, 0, 0, 10523, 强化琴曲:破阵子\n内功攻击额外提升, 琴曲:破阵子, 1, 60000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10523, 3, 14, 0, 1, 0, , , , 14, 251019103, 0, 0, 10524, 强化琴曲:破阵子\n内功攻击额外提升, 琴曲:破阵子, 1, 120000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10524, 4, 14, 0, 1, 0, , , , 14, 251019104, 0, 0, 10525, 强化琴曲:破阵子\n内功攻击额外提升, 琴曲:破阵子, 1, 360000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10525, 5, 14, 0, 1, 0, , , , 14, 251019105, 0, 0, 0, 强化琴曲:破阵子\n内功攻击额外提升, 琴曲:破阵子, 1, 540000, 0, 0, SKILLL_PET_yuequ02, 0, 0, 0, 
10531, 1, 15, 0, 1, 0, , , , 14, 251012101, 0, 0, 10532, 强化琴曲:玉人歌\n气血上限额外提升, 琴曲:玉人歌, 1, 0, 30106104, 1, SKILLL_PET_yuequ05, 0, 0, 0, 
10532, 2, 15, 0, 1, 0, , , , 14, 251012102, 0, 0, 10533, 强化琴曲:玉人歌\n气血上限额外提升, 琴曲:玉人歌, 1, 60000, 0, 0, SKILLL_PET_yuequ05, 0, 0, 0, 
10533, 3, 15, 0, 1, 0, , , , 14, 251012103, 0, 0, 10534, 强化琴曲:玉人歌\n气血上限额外提升, 琴曲:玉人歌, 1, 120000, 0, 0, SKILLL_PET_yuequ05, 0, 0, 0, 
10534, 4, 15, 0, 1, 0, , , , 14, 251012104, 0, 0, 10535, 强化琴曲:玉人歌\n气血上限额外提升, 琴曲:玉人歌, 1, 360000, 0, 0, SKILLL_PET_yuequ05, 0, 0, 0, 
10535, 5, 15, 0, 1, 0, , , , 14, 251012105, 0, 0, 0, 强化琴曲:玉人歌\n气血上限额外提升, 琴曲:玉人歌, 1, 540000, 0, 0, SKILLL_PET_yuequ05, 0, 0, 0, 
10541, 1, 16, 0, 1, 0, , , , 14, 251021101, 0, 0, 10542, 强化琴曲:佳人醉\n基础属性额外提升, 琴曲:佳人醉, 1, 0, 30106105, 1, SKILLL_PET_yuequ05, 0, 0, 0, 
10542, 2, 16, 0, 1, 0, , , , 14, 251021102, 0, 0, 10543, 强化琴曲:佳人醉\n基础属性额外提升, 琴曲:佳人醉, 1, 60000, 0, 0, SKILLL_PET_yuequ05, 0, 0, 0, 
10543, 3, 16, 0, 1, 0, , , , 14, 251021103, 0, 0, 10544, 强化琴曲:佳人醉\n基础属性额外提升, 琴曲:佳人醉, 1, 120000, 0, 0, SKILLL_PET_yuequ05, 0, 0, 0, 
10544, 4, 16, 0, 1, 0, , , , 14, 251021104, 0, 0, 10545, 强化琴曲:佳人醉\n基础属性额外提升, 琴曲:佳人醉, 1, 360000, 0, 0, SKILLL_PET_yuequ05, 0, 0, 0, 
10545, 5, 16, 0, 1, 0, , , , 14, 251021105, 0, 0, 0, 强化琴曲:佳人醉\n基础属性额外提升, 琴曲:佳人醉, 1, 540000, 0, 0, SKILLL_PET_yuequ05, 0, 0, 0, 
10551, 1, 17, 0, 1, 0, , , , 14, 251016101, 0, 0, 10552, 强化笛曲:月中桂\n防御额外提升, 笛曲:月中桂, 1, 0, 30106106, 1, SKILLL_PET_yuequ01, 0, 0, 0, 
10552, 2, 17, 0, 1, 0, , , , 14, 251016102, 0, 0, 10553, 强化笛曲:月中桂\n防御额外提升, 笛曲:月中桂, 1, 60000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10553, 3, 17, 0, 1, 0, , , , 14, 251016103, 0, 0, 10554, 强化笛曲:月中桂\n防御额外提升, 笛曲:月中桂, 1, 120000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10554, 4, 17, 0, 1, 0, , , , 14, 251016104, 0, 0, 10555, 强化笛曲:月中桂\n防御额外提升, 笛曲:月中桂, 1, 360000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10555, 5, 17, 0, 1, 0, , , , 14, 251016105, 0, 0, 0, 强化笛曲:月中桂\n防御额外提升, 笛曲:月中桂, 1, 540000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10561, 1, 18, 0, 1, 0, , , , 14, 251018101, 0, 0, 10562, 强化笛曲:水云游\n内息回复额外提升, 笛曲:水云游, 1, 0, 30106107, 1, SKILLL_PET_yuequ01, 0, 0, 0, 
10562, 2, 18, 0, 1, 0, , , , 14, 251018102, 0, 0, 10563, 强化笛曲:水云游\n内息回复额外提升, 笛曲:水云游, 1, 60000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10563, 3, 18, 0, 1, 0, , , , 14, 251018103, 0, 0, 10564, 强化笛曲:水云游\n内息回复额外提升, 笛曲:水云游, 1, 120000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10564, 4, 18, 0, 1, 0, , , , 14, 251018104, 0, 0, 10565, 强化笛曲:水云游\n内息回复额外提升, 笛曲:水云游, 1, 360000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10565, 5, 18, 0, 1, 0, , , , 14, 251018105, 0, 0, 0, 强化笛曲:水云游\n内息回复额外提升, 笛曲:水云游, 1, 540000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10571, 1, 19, 0, 1, 0, , , , 14, 251013101, 0, 0, 10572, 强化笛曲:凤池吟\n内息上限额外提升, 笛曲:凤池吟, 1, 0, 30106108, 1, SKILLL_PET_yuequ01, 0, 0, 0, 
10572, 2, 19, 0, 1, 0, , , , 14, 251013102, 0, 0, 10573, 强化笛曲:凤池吟\n内息上限额外提升, 笛曲:凤池吟, 1, 60000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10573, 3, 19, 0, 1, 0, , , , 14, 251013103, 0, 0, 10574, 强化笛曲:凤池吟\n内息上限额外提升, 笛曲:凤池吟, 1, 120000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10574, 4, 19, 0, 1, 0, , , , 14, 251013104, 0, 0, 10575, 强化笛曲:凤池吟\n内息上限额外提升, 笛曲:凤池吟, 1, 360000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10575, 5, 19, 0, 1, 0, , , , 14, 251013105, 0, 0, 0, 强化笛曲:凤池吟\n内息上限额外提升, 笛曲:凤池吟, 1, 540000, 0, 0, SKILLL_PET_yuequ01, 0, 0, 0, 
10581, 1, 20, 0, 1, 0, , , , 14, 251015101, 0, 0, 10582, 强化笛曲:广寒秋\n定力上限额外提升, 笛曲:广寒秋, 1, 0, 30106109, 1, SKILLL_PET_yuequ04, 0, 0, 0, 
10582, 2, 20, 0, 1, 0, , , , 14, 251015102, 0, 0, 10583, 强化笛曲:广寒秋\n定力上限额外提升, 笛曲:广寒秋, 1, 60000, 0, 0, SKILLL_PET_yuequ04, 0, 0, 0, 
10583, 3, 20, 0, 1, 0, , , , 14, 251015103, 0, 0, 10584, 强化笛曲:广寒秋\n定力上限额外提升, 笛曲:广寒秋, 1, 120000, 0, 0, SKILLL_PET_yuequ04, 0, 0, 0, 
10584, 4, 20, 0, 1, 0, , , , 14, 251015104, 0, 0, 10585, 强化笛曲:广寒秋\n定力上限额外提升, 笛曲:广寒秋, 1, 360000, 0, 0, SKILLL_PET_yuequ04, 0, 0, 0, 
10585, 5, 20, 0, 1, 0, , , , 14, 251015105, 0, 0, 0, 强化笛曲:广寒秋\n定力上限额外提升, 笛曲:广寒秋, 1, 540000, 0, 0, SKILLL_PET_yuequ04, 0, 0, 0, 
10591, 1, 21, 0, 1, 0, , , , 14, 251020101, 0, 0, 10592, 强化笛曲:侠客行\n防御额外提升, 笛曲:侠客行, 1, 0, 30106110, 1, SKILLL_PET_yuequ04, 0, 0, 0, 
10592, 2, 21, 0, 1, 0, , , , 14, 251020102, 0, 0, 10593, 强化笛曲:侠客行\n防御额外提升, 笛曲:侠客行, 1, 60000, 0, 0, SKILLL_PET_yuequ04, 0, 0, 0, 
10593, 3, 21, 0, 1, 0, , , , 14, 251020103, 0, 0, 10594, 强化笛曲:侠客行\n防御额外提升, 笛曲:侠客行, 1, 120000, 0, 0, SKILLL_PET_yuequ04, 0, 0, 0, 
10594, 4, 21, 0, 1, 0, , , , 14, 251020104, 0, 0, 10595, 强化笛曲:侠客行\n防御额外提升, 笛曲:侠客行, 1, 360000, 0, 0, SKILLL_PET_yuequ04, 0, 0, 0, 
10595, 5, 21, 0, 1, 0, , , , 14, 251020105, 0, 0, 0, 强化笛曲:侠客行\n防御额外提升, 笛曲:侠客行, 1, 540000, 0, 0, SKILLL_PET_yuequ04, 0, 0, 0, 
90001, 1, 97, 1, 1, 0, , , , 1, 20, 0, 0, 0, 与动物嬉戏玩耍, 嬉戏, 1, 0, 0, 0, SKILLL_COM_Play, 0, 0, 10, 
90002, 1, 97, 1, 1, 0, , , , 1, 20, 2500300, 0, 0, 当召唤傀儡嬉戏时，周围的人也会情不自禁的跟着跳舞，该技能不可直接使用，设置好嬉戏傀儡后按“P”键，进入身份能力界面将“嬉戏”技能拖出使用。###当召唤傀儡嬉戏时，周围的人也会情不自禁的跟着跳舞，该技能不可直接使用，设置好嬉戏傀儡后按“P”键，进入身份能力界面将“嬉戏”技能拖出使用。, 起舞, 1, 0, 0, 0, SKILLL_PET_tiaowu, 0, 0, 10, 
90011, 1, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90012, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90012, 2, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90013, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90013, 3, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90014, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90014, 4, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90015, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90015, 5, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90016, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90016, 6, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90017, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90017, 7, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90018, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90018, 8, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90019, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90019, 9, 98, 1, 1, 0, , , , 0, 0, 0, 0, 90020, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
90020, 10, 98, 1, 1, 0, , , , 0, 0, 0, 0, 0, 让动物跟随一会，等级越高，时间越长, 跟随, 1, 0, 0, 0, SKILLL_PET_gensui, 1, 60, 10, 
