gemIdWithLevel, gemName, v1, v2, v3, v4, v5, v6, v7, v8, gemRootId, gemLevel, usageDes, propDes, v9, imgName, v10, gemNeedExp, v11, v12, v13, v14, v15, v16, v17, v18, v19, v20, v21, v22, v23, v24, v25, v26, v27, v28, v29, v30, v31, v32, v33, v34, v35, v36, v37, v38, v39, v40, v41, v42, v43, v44, v45, v46, v47, v48, v49, v50, v51, v52, v53, 5v4, v55, v56, v57, v58, v59, v60,
10111, 天攻小石·一, 0, 0, 1, 0, 0, 0, , 0, 10101, 11, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+14, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_1, 1, 5000, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10201, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 1, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+6, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 1500, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10202, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 2, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+8, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 2500, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10203, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 3, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+10, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 3000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10204, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 4, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+12, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 3750, 101, 2, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10205, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 5, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+14, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 4500, 101, 3, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10206, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 6, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+16, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 5250, 101, 4, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 16, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10207, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 7, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+18, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 6000, 101, 5, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 18, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10208, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 8, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+20, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 6750, 101, 6, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10209, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 9, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+22, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 7500, 101, 7, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 22, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10210, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 10, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+24, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 9375, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 24, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10211, 天攻小石·二, 0, 0, 1, 0, 0, 0, , 1, 10201, 11, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+26, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_2, 1, 12500, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10301, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 1, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+8, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 3000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10302, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 2, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+11, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 5250, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10303, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 3, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+14, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 7500, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10304, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 4, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+17, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 9750, 101, 2, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10305, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 5, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+20, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 12000, 101, 3, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10306, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 6, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+23, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 14250, 101, 4, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10307, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 7, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+26, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 16500, 101, 5, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10308, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 8, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+29, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 18750, 101, 6, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 29, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10309, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 9, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+32, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 21000, 101, 7, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10310, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 10, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+35, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 23250, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 35, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10311, 天攻小石·三, 0, 0, 1, 0, 0, 0, , 2, 10301, 11, 左键拖拽砭石至奇穴可完成冲穴。, 外功攻击+38, 1, ICON_63_BIANSHI_ATK_WaiGongGongJi_QUALITY_3, 1, 35000, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 38, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10401, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 1, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+1, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 600, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10402, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 2, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+2, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 900, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10403, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 3, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+3, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 1200, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10404, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 4, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+4, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 1500, 101, 2, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10405, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 5, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+5, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 1800, 101, 3, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10406, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 6, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+6, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 2100, 101, 4, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10407, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 7, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+7, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 2400, 101, 5, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10408, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 8, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+8, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 2700, 101, 6, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10409, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 9, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+9, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 3000, 101, 7, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10410, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 10, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+10, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 3750, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10411, 元气小石·一, 0, 0, 1, 0, 0, 0, , 0, 10401, 11, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+11, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_1, 1, 5000, 101, 8, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10501, 元气小石·二, 0, 0, 1, 0, 0, 0, , 1, 10501, 1, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+2, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_2, 1, 1500, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10502, 元气小石·二, 0, 0, 1, 0, 0, 0, , 1, 10501, 2, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+3, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_2, 1, 2500, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10503, 元气小石·二, 0, 0, 1, 0, 0, 0, , 1, 10501, 3, 左键拖拽砭石至奇穴可完成冲穴。, 内功攻击+4, 1, ICON_63_BIANSHI_ATK_NeiGongGongJi_QUALITY_2, 1, 3000, 101, 1, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
