x,y,type,name,id, mapId
139507, 153681, EntityPoint, 20400005, 40134, 10016
145291, 158774, EntityPoint, 20400005, 40136, 10016
133811, 157528, EntityPoint, 20400005, 40137, 10016
134849, 159843, EntityPoint, 20400005, 40138, 10016
143509, 154754, EntityPoint, 20400005, 40146, 10016
143509, 154754, EntityPoint, 20400005, 40147, 10016
135845, 138490, EntityPoint, 20400005, 40148, 10016
135845, 138490, EntityPoint, 20400005, 40149, 10016
139831, 160497, EntityPoint, 20400005, 40150, 10016
139831, 160497, EntityPoint, 20400005, 40151, 10016
146061, 161945, EntityPoint, 20400005, 40152, 10016
146061, 161945, EntityPoint, 20400005, 40153, 10016
130688, 152834, EntityPoint, 20400000, 40172, 10016
121062, 150712, EntityPoint, 20400000, 40173, 10016
141915, 143240, EntityPoint, 20400000, 40174, 10016
126065, 157788, EntityPoint, 20400000, 40175, 10016
130977, 146788, EntityPoint, 20400000, 40176, 10016
127663, 143778, EntityPoint, 20400003, 40177, 10016
130929, 146699, EntityPoint, 20400003, 40178, 10016
123033, 157278, EntityPoint, 20400003, 40179, 10016
126825, 158539, EntityPoint, 20400003, 40180, 10016
129916, 144420, EntityPoint, 20400001, 40181, 10016
130804, 152698, EntityPoint, 20400001, 40182, 10016
121359, 150535, EntityPoint, 20400001, 40183, 10016
123136, 155016, EntityPoint, 20400001, 40184, 10016
141647, 142810, EntityPoint, 20400001, 40185, 10016
130727, 152745, EntityPoint, 20400005, 40186, 10016
120934, 150951, EntityPoint, 20400005, 40187, 10016
129740, 143743, EntityPoint, 20400005, 40188, 10016
123295, 155066, EntityPoint, 20400005, 40189, 10016
141798, 142950, EntityPoint, 20400004, 40190, 10016
130781, 146810, EntityPoint, 20400004, 40191, 10016
128031, 149111, EntityPoint, 20400004, 40192, 10016
126444, 160661, EntityPoint, 20400004, 40193, 10016
244727, 184696, EntityPoint, 20400003, 40261, 10016
246738, 183596, EntityPoint, 20400003, 40263, 10016
247061, 185430, EntityPoint, 20400003, 40267, 10016
247594, 173503, EntityPoint, 20400003, 40270, 10016
242845, 180034, EntityPoint, 20400005, 40271, 10016
239530, 167317, EntityPoint, 20400005, 40272, 10016
243745, 184750, EntityPoint, 20400005, 40274, 10016
249658, 186086, EntityPoint, 20400005, 40275, 10016
253673, 178908, EntityPoint, 20400005, 40276, 10016
248326, 185593, EntityPoint, 20400005, 40277, 10016
246587, 183538, EntityPoint, 20400004, 40279, 10016
244115, 184416, EntityPoint, 20400004, 40280, 10016
245574, 184568, EntityPoint, 20400004, 40281, 10016
248175, 185665, EntityPoint, 20400004, 40282, 10016
249549, 182679, EntityPoint, 20400004, 40283, 10016
245090, 174571, EntityPoint, 20400004, 40284, 10016
242953, 179708, EntityPoint, 20400000, 40298, 10016
245347, 183202, EntityPoint, 20400000, 40299, 10016
246858, 183595, EntityPoint, 20400000, 40300, 10016
239757, 167579, EntityPoint, 20400000, 40301, 10016
239183, 167475, EntityPoint, 20400000, 40302, 10016
249739, 181520, EntityPoint, 20400000, 40303, 10016
246885, 183785, EntityPoint, 20400001, 40304, 10016
245117, 174487, EntityPoint, 20400005, 40305, 10016
243775, 184493, EntityPoint, 20400001, 40307, 10016
253739, 178808, EntityPoint, 20400001, 40315, 10016
251749, 174195, EntityPoint, 20400001, 40316, 10016
251656, 174022, EntityPoint, 20400005, 40321, 10016
241855, 180485, EntityPoint, 20400005, 40323, 10016
241855, 180485, EntityPoint, 20400005, 40326, 10016
245071, 184545, EntityPoint, 20400005, 40327, 10016
249560, 182372, EntityPoint, 20400005, 40329, 10016
253624, 178795, EntityPoint, 20400005, 40330, 10016
247447, 194055, EntityPoint, 20400000, 40351, 10016
239142, 191664, EntityPoint, 20400000, 40353, 10016
239540, 188149, EntityPoint, 20400000, 40357, 10016
239540, 185103, EntityPoint, 20400000, 40359, 10016
242813, 179684, EntityPoint, 20400000, 40361, 10016
236255, 178357, EntityPoint, 20400000, 40365, 10016
244231, 195188, EntityPoint, 20400001, 40371, 10016
244743, 188641, EntityPoint, 20400001, 40373, 10016
239218, 191814, EntityPoint, 20400001, 40374, 10016
236575, 183718, EntityPoint, 20400001, 40375, 10016
239555, 178536, EntityPoint, 20400001, 40376, 10016
232943, 190150, EntityPoint, 20400001, 40377, 10016
236271, 178472, EntityPoint, 20400001, 40378, 10016
247774, 194053, EntityPoint, 20400005, 40382, 10016
244963, 188919, EntityPoint, 20400005, 40385, 10016
232563, 189814, EntityPoint, 20400005, 40386, 10016
231341, 182979, EntityPoint, 20400005, 40393, 10016
239540, 178399, EntityPoint, 20400005, 40394, 10016
236270, 178609, EntityPoint, 20400003, 40421, 10016
239995, 187950, EntityPoint, 20400003, 40422, 10016
232004, 182969, EntityPoint, 20400003, 40423, 10016
236246, 178780, EntityPoint, 20400003, 40424, 10016
231856, 179974, EntityPoint, 20400003, 40425, 10016
227625, 169056, EntityPoint, 20400005, 40426, 10016
239590, 178480, EntityPoint, 20400005, 40427, 10016
241818, 180622, EntityPoint, 20400005, 40428, 10016
239596, 185086, EntityPoint, 20400005, 40430, 10016
239198, 191686, EntityPoint, 20400004, 40436, 10016
244260, 195075, EntityPoint, 20400004, 40437, 10016
242944, 179533, EntityPoint, 20400004, 40438, 10016
226955, 189972, EntityPoint, 20400000, 40479, 10016
228679, 174921, EntityPoint, 20400000, 40480, 10016
225403, 176114, EntityPoint, 20400000, 40481, 10016
227450, 181433, EntityPoint, 20400003, 40483, 10016
226794, 189417, EntityPoint, 20400003, 40489, 10016
226924, 189887, EntityPoint, 20400001, 40514, 10016
231383, 182454, EntityPoint, 20400001, 40515, 10016
222187, 190334, EntityPoint, 20400001, 40519, 10016
228624, 177638, EntityPoint, 20400001, 40520, 10016
226756, 189690, EntityPoint, 20400004, 40524, 10016
228399, 174743, EntityPoint, 20400004, 40527, 10016
228987, 177577, EntityPoint, 20400005, 40533, 10016
222409, 188108, EntityPoint, 20400005, 40535, 10016
226792, 181627, EntityPoint, 20400005, 40536, 10016
227458, 180589, EntityPoint, 20400005, 40537, 10016
232004, 182391, EntityPoint, 20400005, 40538, 10016
219254, 171744, EntityPoint, 20400005, 40539, 10016
220047, 173550, EntityPoint, 20400003, 40584, 10016
219689, 173566, EntityPoint, 20400004, 40585, 10016
231851, 165525, EntityPoint, 20400005, 40586, 10016
231347, 165871, EntityPoint, 20400003, 40587, 10016
231878, 165877, EntityPoint, 20400004, 40588, 10016
230847, 172546, EntityPoint, 20400005, 40589, 10016
241271, 169655, EntityPoint, 20400005, 40590, 10016
227799, 169313, EntityPoint, 20400000, 40593, 10016
227736, 169256, EntityPoint, 20400001, 40596, 10016
231286, 165472, EntityPoint, 20400005, 40597, 10016
230861, 172877, EntityPoint, 20400000, 40605, 10016
241183, 169518, EntityPoint, 20400000, 40606, 10016
230875, 173264, EntityPoint, 20400001, 40615, 10016
239480, 178484, EntityPoint, 20400001, 40618, 10016
239861, 174819, EntityPoint, 20400005, 40619, 10016
239659, 174714, EntityPoint, 20400005, 40622, 10016
247199, 185970, EntityPoint, 20400006, 40835, 10016
247139, 185811, EntityPoint, 20400001, 40836, 10016
247118, 185622, EntityPoint, 20400008, 40837, 10016
219945, 171902, EntityPoint, 20400006, 40838, 10016
220719, 172150, EntityPoint, 20400008, 40840, 10016
227447, 169214, EntityPoint, 20400006, 40841, 10016
227474, 169111, EntityPoint, 20400008, 40843, 10016
222081, 190065, EntityPoint, 20400006, 40844, 10016
223990, 190393, EntityPoint, 20400001, 40845, 10016
223972, 190933, EntityPoint, 20400008, 40846, 10016
249685, 186420, EntityPoint, 20400003, 40847, 10016
249776, 181741, EntityPoint, 20400003, 40848, 10016
0, 0, EntityPoint, 20400003, 40849, 10016
243773, 185118, EntityPoint, 20400003, 40850, 10016
243776, 185535, EntityPoint, 20400000, 40851, 10016
249949, 181390, EntityPoint, 20400005, 40852, 10016
248374, 185758, EntityPoint, 20400000, 40854, 10016
241764, 180389, EntityPoint, 20400003, 40855, 10016
128664, 150835, EntityPoint, 20400006, 40882, 10016
128797, 150537, EntityPoint, 20400008, 40886, 10016
137532, 161736, EntityPoint, 20400006, 40887, 10016
138000, 162091, EntityPoint, 20400008, 40889, 10016
247656, 193979, EntityPoint, 20400000, 41075, 10016
245064, 188389, EntityPoint, 20400003, 41076, 10016
227376, 168884, EntityPoint, 20400003, 41077, 10016
