childSkillName, childSkillId, icon, id2, level, skillDecoId, equipAddId, times, suiyin, item1, count1, item2, count2, originItem, collectLevel, des, des2, percent,
ShiMeiSkill_HeJi_TB_LV21, 10121, ShiMeiSkill_HeJi_TB_LV1, 10101, 21, 16121021, 0, 15, 350000, 1090232, 7, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV22, 10122, ShiMeiSkill_HeJi_TB_LV1, 10101, 22, 16121022, 0, 15, 350000, 1090232, 7, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV23, 10123, ShiMeiSkill_HeJi_TB_LV1, 10101, 23, 16121023, 0, 16, 400000, 1090232, 8, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV24, 10124, ShiMeiSkill_HeJi_TB_LV1, 10101, 24, 16121024, 0, 16, 400000, 1090232, 8, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV25, 10125, ShiMeiSkill_HeJi_TB_LV1, 10101, 25, 16121025, 0, 17, 400000, 1090232, 8, 1083004, 5, 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV26, 10126, ShiMeiSkill_HeJi_TB_LV1, 10101, 26, 16121026, 0, 17, 400000, 1090232, 8, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV27, 10127, ShiMeiSkill_HeJi_TB_LV1, 10101, 27, 16121027, 0, 17, 400000, 1090232, 8, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV28, 10128, ShiMeiSkill_HeJi_TB_LV1, 10101, 28, 16121028, 0, 18, 400000, 1090232, 8, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV29, 10129, ShiMeiSkill_HeJi_TB_LV1, 10101, 29, 16121029, 0, 18, 450000, 1090232, 9, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_TB_LV30, 10130, ShiMeiSkill_HeJi_TB_LV1, 10101, 30, 16121030, 0, 0, 0, 1090232, 9, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV1, 10201, ShiMeiSkill_HeJi_SW_LV1, 10201, 1, 15321001, 0, 6, 50000, 1090232, 1, , , 1090132, 19, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV2, 10202, ShiMeiSkill_HeJi_SW_LV1, 10201, 2, 15321002, 0, 7, 100000, 1090232, 2, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV3, 10203, ShiMeiSkill_HeJi_SW_LV1, 10201, 3, 15321003, 0, 7, 150000, 1090232, 3, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV4, 10204, ShiMeiSkill_HeJi_SW_LV1, 10201, 4, 15321004, 0, 8, 150000, 1090232, 3, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV5, 10205, ShiMeiSkill_HeJi_SW_LV1, 10201, 5, 15321005, 0, 8, 200000, 1090232, 4, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV6, 10206, ShiMeiSkill_HeJi_SW_LV1, 10201, 6, 15321006, 0, 9, 200000, 1090232, 4, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV7, 10207, ShiMeiSkill_HeJi_SW_LV1, 10201, 7, 15321007, 0, 9, 200000, 1090232, 4, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV8, 10208, ShiMeiSkill_HeJi_SW_LV1, 10201, 8, 15321008, 0, 10, 200000, 1090232, 4, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV9, 10209, ShiMeiSkill_HeJi_SW_LV1, 10201, 9, 15321009, 0, 10, 250000, 1090232, 5, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV10, 10210, ShiMeiSkill_HeJi_SW_LV1, 10201, 10, 15321010, 0, 11, 250000, 1090232, 5, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV11, 10211, ShiMeiSkill_HeJi_SW_LV1, 10201, 11, 15321011, 0, 11, 250000, 1090232, 5, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV12, 10212, ShiMeiSkill_HeJi_SW_LV1, 10201, 12, 15321012, 0, 12, 250000, 1090232, 5, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV13, 10213, ShiMeiSkill_HeJi_SW_LV1, 10201, 13, 15321013, 0, 12, 300000, 1090232, 6, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV14, 10214, ShiMeiSkill_HeJi_SW_LV1, 10201, 14, 15321014, 0, 12, 300000, 1090232, 6, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV15, 10215, ShiMeiSkill_HeJi_SW_LV1, 10201, 15, 15321015, 0, 13, 300000, 1090232, 6, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV16, 10216, ShiMeiSkill_HeJi_SW_LV1, 10201, 16, 15321016, 0, 13, 300000, 1090232, 6, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV17, 10217, ShiMeiSkill_HeJi_SW_LV1, 10201, 17, 15321017, 0, 14, 300000, 1090232, 6, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV18, 10218, ShiMeiSkill_HeJi_SW_LV1, 10201, 18, 15321018, 0, 14, 350000, 1090232, 7, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV19, 10219, ShiMeiSkill_HeJi_SW_LV1, 10201, 19, 15321019, 0, 14, 350000, 1090232, 7, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV20, 10220, ShiMeiSkill_HeJi_SW_LV1, 10201, 20, 15321020, 0, 15, 350000, 1090232, 7, 1083004, 1, 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV21, 10221, ShiMeiSkill_HeJi_SW_LV1, 10201, 21, 15321021, 0, 15, 350000, 1090232, 7, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV22, 10222, ShiMeiSkill_HeJi_SW_LV1, 10201, 22, 15321022, 0, 15, 350000, 1090232, 7, , , 1090132, 1, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
ShiMeiSkill_HeJi_SW_LV23, 10223, ShiMeiSkill_HeJi_SW_LV1, 10201, 23, 15321023, 0, 16, 400000, 1090232, 8, , , 1090132, 2, 连续施放可以和师妹一起打出连招\n对目标造成共计[CastGroup]点伤害并压制目标，最后一招击飞目标。\n<font color ='#C0E0AB'>云体：可在低空使用</font>\n<font color ='#43dfd9'>此技能需要选中目标才能施放</font>\n, 和师妹一起打出连招，对目标造成伤害并压制目标，最后一招击飞目标！升级后提升更多伤害。\n, 0.0, 
