houseId,v2,size,x,y,z,v7,v8,v9,v10,v11,v12,v13,fee,v15,name,v17,community,des,v20,v21,v22,v23,
323,10001,2,94364.11719,126971.8203,28321.76367,2,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№11, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
324,10001,2,98413.27344,120316.1719,28369.04883,4,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№12, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
325,10001,1,99423.35156,116653.875,28038.0293,4,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№13, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
326,10001,1,100166.6641,114593.625,28038.0293,6,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№14, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
327,10001,1,105649.1172,112206.0859,29789.87305,4,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№15, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
328,10001,2,110037.7656,115047.9688,32651.86328,4,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№13, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
329,10001,2,108211.5313,119166.9375,33527.17969,4,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№14, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
330,10001,1,106998.2734,124154.5938,32528.28125,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№16, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
331,10001,1,101109.2734,124312.625,30005.20508,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№17, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
332,10001,1,102591.4453,132217.375,26713.80078,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№18, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
333,10001,1,99698.53125,129691.6719,27588.10156,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№19, , JH_08, 高山之上，森林之间，能找出一片平地实属不易。而居住于群山环绕、密林掩映的高处，不仅空气清新，连视野心胸也变得开阔了几多！,0,0,1000105, [], 
334,10001,2,133109.4531,94857.25,24698.1582,0,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№15, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
335,10001,1,135927.25,99056.57031,25430.25,6,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№20, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
336,10001,2,139612.0156,99011.26563,25374.59375,6,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№16, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
337,10001,1,144287.5469,97370.64844,25050.14453,6,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№21, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
338,10001,3,148687.0781,102825.7813,26136.31641,6,6,1591200,172800,5000000,0,3,500000,1, 九华·豪门№04, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。\n【风水推荐】血衣楼之煞气星位，借煞可为财。,0,0,1000106, [], 
339,10001,1,145790.25,93545.38281,23969.68945,6,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№22, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
340,10001,2,148809.4844,93819.39063,24068.09766,0,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№17, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
341,10001,1,152634.6563,96521.10156,24366.41797,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№23, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
342,10001,1,148591.4531,89626.88281,22961.08984,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№24, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
343,10001,1,158550.1094,100648.5313,26327.38672,6,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№25, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
344,10001,1,159296.6719,90168.98438,24600.89258,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№26, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
345,10001,2,156226.4531,88479.42969,23746.23828,2,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№18, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
346,10001,2,162458.7344,88331.6875,24191.39063,2,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№19, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
347,10001,3,157740.7656,82404.51563,23072.38281,4,6,1591200,172800,5000000,0,3,500000,1, 九华·豪门№05, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。\n【风水推荐】近距离观摩血衣楼之大宅。,0,0,1000106, [], 
348,10001,2,167126.1719,88916.85938,23095.07813,2,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№20, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
349,10001,2,171521.875,82706.125,20560.79297,0,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№21, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
350,10001,1,176970.0313,89367.98438,19457.81836,4,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№27, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
351,10001,1,181159.5938,84173.75,18531.78516,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№28, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
352,10001,2,178004.5938,83343.99219,18822.08008,2,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№22, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
353,10001,2,160390.7188,106738.3281,29410.57617,4,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№23, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
354,10001,2,145101.7188,117458.3281,33292.95703,6,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№24, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
355,10001,1,152190.5,116741.0625,31573.9375,4,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№29, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
356,10001,1,149843.8594,118599.7188,31848.64258,6,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№30, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
357,10001,2,134865.7031,112838.2266,35651.01953,0,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№25, , JH_09, 有江景，有湖景，有海景，有远眺大佛，有俯瞰小镇……此处的特色乃是，可以看到血衣楼的全景。对此处感兴趣的特立独行人士可以考虑。,0,0,1000106, [], 
64,10001,1,214625.5156,228337.7656,14061.81445,4,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№31, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
65,10001,2,209776.2813,232777.8906,12688.03223,4,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№26, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
66,10001,1,205940.3125,229360.5625,13117.31934,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№32, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
67,10001,1,203855.7969,230279.2031,13123.86719,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№33, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
68,10001,1,201404.1094,228338.7031,13652.125,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№34, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
69,10001,1,195599.8438,229347.5625,13628.49316,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№35, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
70,10001,2,197668.1406,232765.5313,12777.07813,0,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№27, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
71,10001,2,200688.5156,239005.4531,10950.04102,0,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№28, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
72,10001,1,200195.3594,241729.1094,10944.49609,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№36, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
73,10001,1,193396.6094,244384.2969,12102.1123,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№37, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
74,10001,1,195075.2813,240595.5,12421.97949,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№38, , JH_03, 若在此处定居，只要天气晴好之时，便能从家中远眺九华大佛。暮鼓晨钟，洗涤身心尘埃；庄严佛祖，护佑一生安宁。,0,0,1000101, [], 
75,10001,1,196369.125,257161.6406,9978.106445,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№39, , JH_02, 燕来小镇之外，有万顷油菜花田，本为种植取油，后却成为文人骚客、武林名士必来游览风景之所在，声名鹊起。,0,0,1000101, [], 
76,10001,2,195700,259900,9977.666992,0,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№29, , JH_02, 燕来小镇之外，有万顷油菜花田，本为种植取油，后却成为文人骚客、武林名士必来游览风景之所在，声名鹊起。,0,0,1000101, [], 
77,10001,1,198320.9219,262926.375,10129.91602,6,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№40, , JH_02, 燕来小镇之外，有万顷油菜花田，本为种植取油，后却成为文人骚客、武林名士必来游览风景之所在，声名鹊起。,0,0,1000101, [], 
78,10001,1,213475.3594,287614.2188,9512.382813,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№41, , JH_02, 燕来小镇之外，有万顷油菜花田，本为种植取油，后却成为文人骚客、武林名士必来游览风景之所在，声名鹊起。,0,0,1000101, [], 
79,10001,1,211170.8281,284500.2813,10547.46191,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№42, , JH_02, 燕来小镇之外，有万顷油菜花田，本为种植取油，后却成为文人骚客、武林名士必来游览风景之所在，声名鹊起。,0,0,1000101, [], 
80,10001,1,193722.9688,294141.0625,11891.48047,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№43, , JH_02, 燕来小镇之外，有万顷油菜花田，本为种植取油，后却成为文人骚客、武林名士必来游览风景之所在，声名鹊起。,0,0,1000101, [], 
81,10001,1,193502.5,296531.4063,11889.70801,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№44, , JH_02, 燕来小镇之外，有万顷油菜花田，本为种植取油，后却成为文人骚客、武林名士必来游览风景之所在，声名鹊起。,0,0,1000101, [], 
82,10001,1,195099.9063,291221.0938,12249.84766,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№45, , JH_02, 燕来小镇之外，有万顷油菜花田，本为种植取油，后却成为文人骚客、武林名士必来游览风景之所在，声名鹊起。,0,0,1000101, [], 
83,10001,1,158911.2188,335308.6563,20104.96875,4,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№46, , JH_04, 所谓“无肉使人瘦，无竹使人俗”，得意坊实在是一块两相宜的妙地。镇内熙熙攘攘，镇外万竿翠竹摇曳；清雅之中，不误繁华。,0,0,1000102, [], 
84,10001,1,159893.9375,338192.1563,19531.97461,4,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№47, , JH_04, 所谓“无肉使人瘦，无竹使人俗”，得意坊实在是一块两相宜的妙地。镇内熙熙攘攘，镇外万竿翠竹摇曳；清雅之中，不误繁华。,0,0,1000102, [], 
85,10001,1,162711.5781,340692.1875,19365.0293,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№48, , JH_04, 所谓“无肉使人瘦，无竹使人俗”，得意坊实在是一块两相宜的妙地。镇内熙熙攘攘，镇外万竿翠竹摇曳；清雅之中，不误繁华。,0,0,1000102, [], 
94,10001,1,301981.6875,292404.8438,15724.03125,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№49, , JH_11, 新手村外，甘蓬茅屋。无数英雄从这里启程，亦有无数风云从这里开启。居住在此，看多少八荒新秀前赴后继，心中一片欣慰宁静。,0,0,1000107, [], 
95,10001,1,299714,293642.125,15716.57324,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№50, , JH_11, 新手村外，甘蓬茅屋。无数英雄从这里启程，亦有无数风云从这里开启。居住在此，看多少八荒新秀前赴后继，心中一片欣慰宁静。,0,0,1000107, [], 
96,10001,1,297264.9375,294333.3125,15724.07715,2,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№51, , JH_11, 新手村外，甘蓬茅屋。无数英雄从这里启程，亦有无数风云从这里开启。居住在此，看多少八荒新秀前赴后继，心中一片欣慰宁静。,0,0,1000107, [], 
97,10001,2,89567.39063,317161.6875,26394.49805,0,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№30, , JH_05, 孔雀山庄被称为天下第一庄，周遭地产无数，尽在山庄荫蔽之下。此处乃是距山庄最近的一处房产，更有一条清浅泉水，在此溯源。,0,0,1000102, [], 
98,10001,2,95381.84375,318242.2188,25554.09961,6,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№31, , JH_05, 孔雀山庄被称为天下第一庄，周遭地产无数，尽在山庄荫蔽之下。此处乃是距山庄最近的一处房产，更有一条清浅泉水，在此溯源。,0,0,1000102, [], 
99,10001,2,100712.3281,317880.3438,25036.15039,6,6,1591200,172800,2000000,0,2,200000,1, 九华·华府№32, , JH_05, 孔雀山庄被称为天下第一庄，周遭地产无数，尽在山庄荫蔽之下。此处乃是距山庄最近的一处房产，更有一条清浅泉水，在此溯源。,0,0,1000102, [], 
100,10001,1,99328.23438,308633.25,23963.19922,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№52, , JH_05, 孔雀山庄被称为天下第一庄，周遭地产无数，尽在山庄荫蔽之下。此处乃是距山庄最近的一处房产，更有一条清浅泉水，在此溯源。,0,0,1000102, [], 
101,10001,1,95411.48438,306299.75,24369.56445,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№53, , JH_05, 孔雀山庄被称为天下第一庄，周遭地产无数，尽在山庄荫蔽之下。此处乃是距山庄最近的一处房产，更有一条清浅泉水，在此溯源。,0,0,1000102, [], 
102,10001,1,101326.8359,303399.25,23797.71094,0,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№54, , JH_05, 孔雀山庄被称为天下第一庄，周遭地产无数，尽在山庄荫蔽之下。此处乃是距山庄最近的一处房产，更有一条清浅泉水，在此溯源。,0,0,1000102, [], 
103,10001,1,104272.2188,306840.1875,23262.70898,4,6,1591200,172800,500000,0,1,80000,1, 九华·良宅№55, , JH_05, 孔雀山庄被称为天下第一庄，周遭地产无数，尽在山庄荫蔽之下。此处乃是距山庄最近的一处房产，更有一条清浅泉水，在此溯源。,0,0,1000102, [], 
