id, id2, , , , , , , , , , , , , , , , , , , , , , , , , desc,
210100101, 210100101, 0, [69], 3, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001509, 1001509, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001510, 1001510, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001601, 1001601, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001602, 1001602, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001603, 1001603, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001604, 1001604, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001605, 1001605, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001606, 1001606, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001607, 1001607, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001608, 1001608, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001609, 1001609, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001610, 1001610, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001701, 1001701, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001702, 1001702, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001703, 1001703, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001704, 1001704, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001705, 1001705, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001706, 1001706, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001707, 1001707, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001708, 1001708, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001709, 1001709, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001710, 1001710, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001801, 1001801, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001802, 1001802, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001803, 1001803, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001804, 1001804, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001805, 1001805, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001806, 1001806, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001807, 1001807, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001808, 1001808, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001809, 1001809, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001810, 1001810, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001901, 1001901, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001902, 1001902, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001903, 1001903, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001904, 1001904, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001905, 1001905, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001906, 1001906, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001907, 1001907, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001908, 1001908, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001909, 1001909, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
1001910, 1001910, 0, [69], 2, 0, 2101001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
211500101, 211500101, 0, [70], 3, 0, 2115001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211500102, 211500102, 0, [70], 3, 0, 2115001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211500103, 211500103, 0, [70], 3, 0, 2115001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900101, 211900101, 0, [70], 3, 0, 2119001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900102, 211900102, 0, [70], 3, 0, 2119001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900103, 211900103, 0, [70], 3, 0, 2119001##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
241000601, 241000601, 0, [62$$ 69], 2, 0, 2410006##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 50000.0, [], [], [], None, EmbeddedObj, ,
241000602, 241000602, 0, [62$$ 69], 2, 0, 2410006##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 40000.0, [], [], [], None, EmbeddedObj, ,
241000603, 241000603, 0, [62$$ 69], 2, 0, 2410006##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 30000.0, [], [], [], None, EmbeddedObj, ,
212810101, 212810101, 0, [69], 2, 0, 2128101##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
212810102, 212810102, 0, [69], 2, 0, 2128101##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
212810103, 212810103, 0, [69], 2, 0, 2128101##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
211900201, 211900201, 0, [70], 2, 0, 2119002##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900202, 211900202, 0, [70], 2, 0, 2119002##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900203, 211900203, 0, [70], 2, 0, 2119002##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900301, 211900301, 0, [53], 2, 0, 90013##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, EmbeddedObj, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900302, 211900302, 0, [53], 2, 0, 90013##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, EmbeddedObj, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900303, 211900303, 0, [53], 2, 0, 90013##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, EmbeddedObj, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900304, 211900304, 0, [53], 2, 0, 90013##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, EmbeddedObj, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
211900305, 211900305, 0, [53], 2, 0, 90013##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, EmbeddedObj, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
241090101, 241090101, 0, [69], 2, 0, 2410901##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
241090102, 241090102, 0, [69], 2, 0, 2410901##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
241090103, 241090103, 0, [69], 2, 0, 2410901##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, EmbeddedObj, ,
251010101, 251010101, 0, [70], 2, 0, 3000023##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010102, 251010102, 0, [70], 2, 0, 3000023##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010103, 251010103, 0, [70], 2, 0, 3000023##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010104, 251010104, 0, [70], 2, 0, 3000023##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010105, 251010105, 0, [70], 2, 0, 3000023##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010106, 251010106, 0, [70], 2, 0, 3000023##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010201, 251010201, 0, [70], 2, 0, 3000026##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010202, 251010202, 0, [70], 2, 0, 3000026##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010203, 251010203, 0, [70], 2, 0, 3000026##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010204, 251010204, 0, [70], 2, 0, 3000026##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010205, 251010205, 0, [70], 2, 0, 3000026##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010206, 251010206, 0, [70], 2, 0, 3000026##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010301, 251010301, 0, [70], 2, 0, 3000029##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010302, 251010302, 0, [70], 2, 0, 3000029##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010303, 251010303, 0, [70], 2, 0, 3000029##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010304, 251010304, 0, [70], 2, 0, 3000029##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010305, 251010305, 0, [70], 2, 0, 3000029##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010306, 251010306, 0, [70], 2, 0, 3000029##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010401, 251010401, 0, [70], 2, 0, 3000032##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010402, 251010402, 0, [70], 2, 0, 3000032##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010403, 251010403, 0, [70], 2, 0, 3000032##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010404, 251010404, 0, [70], 2, 0, 3000032##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010501, 251010501, 0, [70], 2, 0, 3000035##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010502, 251010502, 0, [70], 2, 0, 3000035##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010503, 251010503, 0, [70], 2, 0, 3000035##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010504, 251010504, 0, [70], 2, 0, 3000035##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010505, 251010505, 0, [70], 2, 0, 3000035##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010506, 251010506, 0, [70], 2, 0, 3000035##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010601, 251010601, 0, [70], 2, 0, 3000038##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010602, 251010602, 0, [70], 2, 0, 3000038##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010603, 251010603, 0, [70], 2, 0, 3000038##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010604, 251010604, 0, [70], 2, 0, 3000038##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010605, 251010605, 0, [70], 2, 0, 3000038##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010606, 251010606, 0, [70], 2, 0, 3000038##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010607, 251010607, 0, [70], 2, 0, 3000038##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010701, 251010701, 0, [70], 2, 0, 3000043##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010702, 251010702, 0, [70], 2, 0, 3000043##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010703, 251010703, 0, [70], 2, 0, 3000043##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010704, 251010704, 0, [70], 2, 0, 3000043##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
251010705, 251010705, 0, [70], 2, 0, 3000043##, , 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0, 0, 0, None, 0.0, [], [], [], None, None, ,
