
52, 我已为你备好家宴洗尘，盼你早日归来。, 1, 2, , , , , 
53, 行囊里有为你备下的逍遥丸，服用可解劳困。, 1, 1, , , , , 
54, 确实可恶。, 1, 0, , , , , 
55, 师妹守的一方清明，与旁人不同，甚好。, 1, 2, , , , , 
56, 闽越旧城本就诸多传闻，好在你解局及时。, 1, 1, , , , , 
57, 看来秘宝传说总是能令人轻易为之癫狂。, 1, 0, , , , , 
58, 那师妹可是又得交新友，我也为你感到高兴。, 1, 2, , , , , 
59, 师妹所行之事与人为善，他人必愿投桃报李。, 1, 1, , , , , 
60, 你做得不错。, 1, 0, , , , , 
61, 万事小心，我此间事了，便去往杭州，协助你。, 1, 2, , , , , 
62, 感觉此事背后错综复杂，你调查时注意安全。, 1, 1, , , , , 
63, 此事涉及甚广，你需小心。, 1, 0, , , , , 
64, 此人本心不坏，相信他若能听进，定会改正恶习。, 1, 2, , , , , 
65, 希望她的痴心能感动丈夫，令其浪子回头。, 1, 1, , , , , 
66, 这酒客行止荒唐，令人憎恶。, 1, 0, , , , , 
67, 侠之大者，为国为民，你此念仁怀天下，实属难得。, 1, 2, , , , , 
68, 你就已做得很好，其余莫要过于介怀。, 1, 1, , , , , 
69, 冥冥之中有天意，善有善报，恶有恶报。, 1, 0, , , , , 
70, 这就与唐门往日所遭之祸有关了……, 1, 2, , , , , 
71, 你累了，先回房休息吧。, 1, 1, , , , , 
72, 唐门规矩，有其规矩罢了。, 1, 0, , , , , 
73, 我此件事了会前来协助你，你不要勉强。, 1, 2, , , , , 
74, 我已将此事禀明师门，你万事小心。, 1, 1, , , , , 
75, 你所想，很合理。, 1, 0, , , , , 
76, 所幸年纪还小，若得明师教导，还可改造。, 1, 2, , , , , 
77, 此顽童看来秉性不堪，盼得机缘能被好好教导。, 1, 1, , , , , 
78, 有其父必有其子，看来镇长也不是何善类。, 1, 0, , , , , 
79, 那师妹与她，可真真是高山流水遇知音。, 1, 2, , , , , 
80, <gender=1$$师兄><gender=0$$师姐>倒是好奇是怎样的乐谱，真想一观。, 1, 1, , , , , 
81, 想来音律之事，确有其妙处。, 1, 0, , , , , 
82, 你可要听当年七十七雅诗终得美人归的故事？, 1, 2, , , , , 
83, 你襄助二人之举，也是风雅侠举。, 1, 1, , , , , 
84, 的确令人神往。, 1, 0, , , , , 
85, 师妹对此颇有感悟，也是一番人生修行。, 1, 2, , , , , 
86, 人生在世，行善积恶往往一念一瞬，当尊初心。, 1, 1, , , , , 
87, 醉心花确是世间奇物，用不得法便是为祸世间。, 1, 0, , , , , 
88, 也许背后原因值得同情，但是行必承其果。, 1, 2, , , , , 
89, 或许世间之事以情度之，并不是非黑即白。, 1, 1, , , , , 
90, 移花依规惩处，也是情理之中。, 1, 0, , , , , 
91, 你做得很好，令师门骄傲。, 1, 2, , , , , 
92, 秦前辈可谓因祸得福，一举两得。, 1, 1, , , , , 
93, 幸好重得失物，不然秦前辈可要丢官入狱。, 1, 0, , , , , 
94, 你可愿拣些旅途有趣之事说与我听？, 1, 2, , , , , 
95, 听你所言，此行收获也不负一番辛苦。, 1, 1, , , , , 
96, 宝矿山确实是东海一奇。, 1, 0, , , , , 
97, 师妹观察事物真是细致入微。, 1, 2, , , , , 
98, 的确不是坏事。, 1, 1, , , , , 
99, 这天涯绣坊的仓储管事当真无能。, 1, 0, , , , , 
100, 你出发前我还略有担心，看来你已能独当一面。, 1, 2, , , , , 
101, 果真如此？那我可要考教你一番所学所得！, 1, 1, , , , , 
102, 下次万不可如此，太过莽撞。, 1, 0, , , , , 
103, 你不要学他们。你要永葆朝气，积极进取，莫要忘记今日初心。, 1, 2, , , , , 
104, 有心之人，多有掣肘。庙堂江湖，各有烦忧。慢慢你就懂了。, 1, 1, , , , , 
105, 你做功课不也拖延得很？, 1, 0, , , , , 
106, 虽是罪无可逭，却或情有可原。, 1, 2, , , , , 
107, 或许情有可原，终究罪无可逭。, 1, 1, , , , , 
108, 我也不知道呀。, 1, 0, , , , , 
109, 天涯虽远，人在天涯；游子未归，却在归途。, 1, 2, , , , , 
110, 虽不知他们归期何日，但亦会祈他们平安顺遂一生。, 1, 1, , , , , 
111, 佳酿易得，佳友难寻。, 1, 0, , , , , 
112, 你初识航海，万事小心，望你早日归来。, 1, 2, , , , , 
113, 回港后切要休整完毕后再行上道，莫要逞强。, 1, 1, , , , , 
114, 速回。, 1, 0, , , , , 
115, 我与你虽身隔两地，却可同赏一轮天涯明月。, 1, 2, , , , , 
116, 凛冬雪冷，盼你勤添衣物，身体安康。, 1, 1, , , , , 
117, 遥祝师妹，新年快乐。, 1, 0, , , , , 
118, 优昙花开，曾慕多情……手足之情，便如你我一般。, 1, 2, , , , , 
119, 优昙常自独开，如牡丹一般，不与百花斗艳。, 1, 1, , , , , 
120, 此花为珍贵药物，可采之留用。, 1, 0, , , , , 
121, 下次你我同访真武，拜会于他，多多亲近。, 1, 2, , , , , 
122, 笑师兄是个有趣的人，等你回来我与你说之。, 1, 1, , , , , 
123, 小聪明罢了。, 1, 0, , , , , 
124, 听你说来，圣绣·瑶池身后的故事如此有趣。, 1, 2, , , , , 
125, 不知另外两件应题之作是何模样，令人好奇。, 1, 1, , , , , 
126, 确实难得。, 1, 0, , , , , 
127, 大漠风沙厉害，你身上可曾受伤？, 1, 2, , , , , 
128, 原传闻属真，你机缘深厚方能得见。, 1, 1, , , , , 
129, 当年沈沧海与白玉京燕云惊世一战竟仍为后人津津乐道。, 1, 0, , , , , 
130, 师妹聪慧，必有所感。, 1, 2, , , , , 
131, 素闻古刹方丈参悟妙法，此行你可有所收获？, 1, 1, , , , , 
132, 佛法高深，你资历尚浅，若无所得，不必勉强。, 1, 0, , , , , 
133, 你巧解了村民燃眉之急，心思机敏，值得赞许。, 1, 2, , , , , 
134, 你要小心行事，切要督促此地民造司重修栈道，派遣民兵保护。, 1, 1, , , , , 
135, 看来这叠岭也并不是什么安居佳所。, 1, 0, , , , , 
136, 昔日四盟间争斗不断，如今同谋武林福祉，实是善事。, 1, 2, , , , , 
137, 我也曾参与过聚贤围演兵之战，榜上有名哦。, 1, 1, , , , , 
138, 前尘旧事，提之无益。, 1, 0, , , , , 
139, 我这刚巧有一幅，师妹同我来辩看验证一番？, 1, 2, , , , , 
140, 我书房倒有一副，你可自行去验证一番。, 1, 1, , , , , 
141, 此等江湖传闻，莫要轻信。, 1, 0, , , , , 
142, 可见师妹广积福报运气且身手不凡。, 1, 2, , , , , 
143, 你年龄尚小，未免酒醉伤身小酌一杯即可。, 1, 1, , , , , 
144, 不可，年幼禁酒，我存于窖室，留待下次宴请访客罢。, 1, 0, , , , , 
145, 也不知<gender=1$$师兄><gender=0$$师姐>是否有福一尝师妹手艺。, 1, 2, , , , , 
146, 听你描述，<gender=1$$师兄><gender=0$$师姐>十分神往。, 1, 1, , , , , 
147, 你向来畏寒，又水性不佳，以后行事莫要勉强。, 1, 0, , , , , 
148, 蜀雨湿冷，行囊里我曾为你备下的祛寒草药，可要记得服用。, 1, 2, , , , , 
149, 想那明月心也曾艳绝天下，如今也芳魂杳然了。, 1, 1, , , , , 
150, 岁月无边，这都是过去的事了，何必为此多作感慨。, 1, 0, , , , , 
151, 要能和师妹一起看到，该有多好。, 1, 2, , , , , 
152, 你此行可是寻得怒河洲外第五绝景了。, 1, 1, , , , , 
153, 瘴林毒气弥漫，下次勿要再轻信他人，行此凶险之事。, 1, 0, , , , , 
154, 我给你熬的这剂姜汤先饮了，秦川雪冷莫受风寒。, 1, 2, , , , , 
155, 那下次一同去巴蜀游玩，我可得记着这事。, 1, 1, , , , , 
156, 唐林前辈此次是否指点了你武学？你可要勤加练习。, 1, 0, , , , , 
157, 瞧你来信言语愉悦，<gender=1$$师兄><gender=0$$师姐>也替你感到开心。, 1, 2, , , , , 
158, 广交新友同时，你也莫忘了要与旧友常常联系。, 1, 1, , , , , 
159, 要多向八荒前辈请教。, 1, 0, , , , , 
160, 我的小师妹与之相比倒是胆大心细。, 1, 2, , , , , 
161, 虽为平常之事，你言语间却道出番禅机。, 1, 1, , , , , 
162, 失之交臂，人间常事。, 1, 0, , , , , 
163, 下次我与师妹，同访鹧鸪岭一探可好？, 1, 2, , , , , 
164, 瞧师妹字里行间所言，这次又结识了不少侠友。, 1, 1, , , , , 
165, 莫要贪玩，你出游多日，师父言你功课落下不少。, 1, 0, , , , , 
166, 若非事忙，我也想和你同行。, 1, 2, , , , , 
167, 鲫鱼鲜汤可是君山一绝师妹可饱了口福？, 1, 1, , , , , 
168, 荆湖沼泽湿地遍布，注意安全。, 1, 0, , , , , 
169, 师妹妙笔若彤，剑舞如霞。, 1, 2, , , , , 
170, 我这有副好画描绘此景，等你回来一同品鉴。, 1, 1, , , , , 
171, 飞霞渡绝景，向来天下闻名。, 1, 0, , , , , 
172, 师妹可要做好导游，带他一略中原风光。, 1, 2, , , , , 
173, 市井牌坊鱼龙混杂，注意安全。, 1, 1, , , , , 
174, 想是苏师兄久居东海，不曾能见得如此热闹景象，师妹大惊小怪。, 1, 0, , , , , 
175, 我替你高兴。, 1, 2, , , , , 
176, 那要多加来往。, 1, 1, , , , , 
177, 切勿贪与旁门奇术，误了日常修行的功课。, 1, 0, , , , , 
178, 师妹这番作为可是成就美事，不必多想。, 1, 2, , , , , 
179, 师妹年纪尚小，不懂无妨。, 1, 1, , , , , 
180, 爱恨别离，人世七苦，愿你不必早早知觉。, 1, 0, , , , , 
181, 甚好，安民司亦向我提起，我替你高兴。, 1, 2, , , , , 
182, 师妹仗剑行侠，心如琉璃，赤子侠心。, 1, 1, , , , , 
183, 美景如厮，自是不负。, 1, 0, , , , , 
184, 那望师妹早日归来，我很挂念。, 1, 2, , , , , 
185, 好，归来与我细说。, 1, 1, , , , , 
186, 甚好。, 1, 0, , , , , 
187, 云滇瘴气繁多，我所制辟毒香囊可有随身佩戴？, 1, 2, , , , , 
188, 多谢师妹，你旅途劳困，快去歇息。, 1, 1, , , , , 
189, 不知云滇花种，侠客岛风土是否适合，我且问过园丁。, 1, 0, , , , , 
190, 人生在世当如此，挚交一二足矣。, 1, 2, , , , , 
191, 唐师兄喜食辛辣，不知远在东海饮食可还习惯。, 1, 1, , , , , 
192, 苏阁主托你之事可有圆满完成？, 1, 0, , , , , 
193, 可愿将此行所闻于我细说？我且沏壶茶来。, 1, 2, , , , , 
194, 雨冷湿身，可曾感风寒？我去煮药以备不患。, 1, 1, , , , , 
195, 西湖美景天下闻名，想是自有其妙之处。, 1, 0, , , , , 
196, 我曾在此携同伴作战良久颇多趣闻，可要听？, 1, 2, , , , , 
197, 万马堂？这地方发生过很多事呢。, 1, 1, , , , , 
198, 大概韩堡主有他的考量罢。, 1, 0, , , , , 
199, 都好听。, 1, 2, , , , , 
200, 差不多。, 1, 1, , , , , 
201, 都不好听。, 1, 0, , , , , 
202, 你更可爱。, 1, 2, , , , , 
203, 是呀是呀。, 1, 1, , , , , 
204, 努力打工，自己买。, 1, 0, , , , , 
205, 知错能改善莫大焉，你做的很好。, 1, 2, , , , , 
206, 你心思淳朴，日后可别轻易被这些匪徒蒙骗。, 1, 1, , , , , 
207, 这些倭寇的话，可信不得。, 1, 0, , , , , 
208, 你已尽人事，无需自责。, 1, 2, , , , , 
209, 可怜之人必有可恨之处。, 1, 1, , , , , 
210, 师妹侠骨柔肠，而善念未必终得善果。, 1, 0, , , , , 
211, 师妹此番勇为值得赞扬，我很欣赏。, 1, 2, , , , , 
212, 师妹此番勇为值得赞扬，可真是为师门争光。, 1, 1, , , , , 
213, 流匪虽恶，但枭首示众之举，却也过于残忍。, 1, 0, , , , , 
214, 师妹既治了恶贾又解救民众，可谓智勇双全。, 1, 2, , , , , 
215, 师妹真是侠心柔肠，心系黎民苍生。, 1, 1, , , , , 
216, 人为财死，鸟为食亡。, 1, 0, , , , , 
217, 我定当与你共酌品饮，听你言说此行一二。, 1, 2, , , , , 
218, 我已命云弱水在侠客岛摆席为你接风洗尘。, 1, 1, , , , , 
219, 佳酿难得，你记得交于仓管，妥善入库。, 1, 0, , , , , 
220, 五毒教和蜃月楼相斗数年，起因……你愿，我以后给你细说。, 1, 2, , , , , 
221, 你此番可是为护住五毒教圣树作出极大贡献。, 1, 1, , , , , 
222, 你此行坚守本心，当不违八荒之义。, 1, 0, , , , , 
223, 确实如此，若能如此，世间能少很多悲剧吧。, 1, 2, , , , , 
224, 的确可悲。, 1, 1, , , , , 
225, 不义之财轻松可获，想必自有宵小趋之若鹜。, 1, 0, , , , , 
226, 也好在会有你这般心向光明之人会为之解围。, 1, 2, , , , , 
227, 好在有你，不至于让无辜之人枉受诬陷。, 1, 1, , , , , 
228, 确实下作，令人生厌。, 1, 0, , , , , 
229, 风寒未愈却仍挂念这些，师妹真是善心……, 1, 2, , , , , 
230, 师妹善心为她渡化此劫，希望她日后顺遂。, 1, 1, , , , , 
231, 你病体未愈，倒还有闲余担心他人。, 1, 0, , , , , 
232, 幼子到底无辜，希望他终有一日能恢复光明。, 1, 2, , , , , 
233, 希望孩子耳濡目染，以后别长成这样的大人。, 1, 1, , , , , 
234, 大概废其双臂，终生幽禁吧。, 1, 0, , , , , 
235, 你此行倒是免了一场中原高丽的武林风波呢。, 1, 2, , , , , 
236, 确实令人后怕，得看破此局，实乃武林之幸。, 1, 1, , , , , 
237, 不必担心，八荒前辈定能想出计策。, 1, 0, , , , , 
238, 我为你带来凝露香，服后可解此地阴瘴之气。, 1, 2, , , , , 
239, 你此行甚是辛苦，且速将那怪笛交于师父。, 1, 1, , , , , 
240, 的确诡橘，速禀师门。, 1, 0, , , , , 
241, 师妹机敏，能想到前去暗市调查。, 1, 2, , , , , 
242, 朋友这次一定十分感激你。, 1, 1, , , , , 
243, 这人确实荒谬。, 1, 0, , , , , 
244, 还好你察觉有异，不然长久下去后果难料。, 1, 2, , , , , 
245, 师妹仁心太善，不必对此太过伤神。, 1, 1, , , , , 
246, 唯利是图之人，世间太多。, 1, 0, , , , , 
247, 你侠心可贵，愿我辈尽己所能，可减人间恶事。, 1, 2, , , , , 
248, 师妹此言大有我八荒的侠义精神。, 1, 1, , , , , 
249, 确实该惩，替天行道。, 1, 0, , , , , 
250, 做得很好，秦川雪大你可有好好着衣御寒？, 1, 2, , , , , 
251, 肃清匪窝余孽，祁连山得归太平，确实好事。, 1, 1, , , , , 
252, 匪徒败行，定遭天谴。, 1, 0, , , , , 
253, 这七爷确实是位有趣的前辈，等回来与你言说。, 1, 2, , , , , 
254, 看来即使这十二连环坞内，亦有善恶之别。, 1, 1, , , , , 
255, 这些江湖异人行事，向来不按常理可度。, 1, 0, , , , , 
256, 多谢师妹此番记挂，那我便静候佳音。, 1, 2, , , , , 
257, 地司使霍少华说起你此间行事，对你赞赏有佳。, 1, 1, , , , , 
258, 路途遥远，师妹小心。, 1, 0, , , , , 
259, 师妹莫要介怀，李师姐未责怪于你，你也不必徒自伤神。, 1, 2, , , , , 
260, 此事已了，师妹多想无益，且顾眼前他事要紧。, 1, 1, , , , , 
261, 真真假假，与你我无关，不必再想。, 1, 0, , , , , 
262, 他们人多势众，还好小师妹未受半分伤害。, 1, 2, , , , , 
263, 师妹妙计连施，师兄也同我赞赏了你一番。, 1, 1, , , , , 
264, 乡野愚民，信天信地，却不信己，想来也是荒唐。, 1, 0, , , , , 
265, 此行识破奸行，对神威堡警戒守备大有助益。, 1, 2, , , , , 
266, 离盟主估计也是心系战局，怕横生枝节。, 1, 1, , , , , 
267, 你不必多想，照顾好自己便是。, 1, 0, , , , , 
268, 师妹倒是把前阵教于你的乔装技巧活学活用。, 1, 2, , , , , 
269, 此次师妹所举，师父来信赞你年少英勇。, 1, 1, , , , , 
270, 师妹善心可表，但你管得一时，却管不得一世。, 1, 0, , , , , 
271, 匡扶人间正道，路长且漫，你我同行。, 1, 2, , , , , 
272, 师妹总是这般感同深受，仁怀天下。, 1, 1, , , , , 
273, 世间不平事太多，你不必总是如此过于感怀。, 1, 0, , , , , 
274, 师妹此方襄助，也是做了一回护花之人。, 1, 2, , , , , 
275, 生活不易，或许各有所难吧。, 1, 1, , , , , 
276, 师妹倒是柔肠百转，起了怜香惜玉之心了。, 1, 0, , , , , 
277, 舵主前辈用兵如神，也少不了你的妙思定计。, 1, 2, , , , , 
278, 舵主回函里大大夸赞了你了一番，你可高兴？, 1, 1, , , , , 
279, 的确令人敬服，是要多向前辈请教。, 1, 0, , , , , 
280, 原担心你历练尚少，怕你吃亏，我多虑了。, 1, 2, , , , , 
281, 天波府已寄来谢礼，函中还称赞你少年有为。, 1, 1, , , , , 
282, 知道了。, 1, 0, , , , , 
283, 此人恶行滔天，必受天谴，师妹切不可操之过急。, 1, 2, , , , , 
284, 急火攻心有损修行，快做调息。, 1, 1, , , , , 
285, 恶事过耳不必如此介怀徒损修行。, 1, 0, , , , , 
286, 此人若能将此天资用于正道，自有一番事业。, 1, 2, , , , , 
287, 此人若能悔过广积功德便是可再造之人。, 1, 1, , , , , 
288, 一念成佛，一念成魔。, 1, 0, , , , , 
289, 好在你止祸及时未有太大波折。, 1, 2, , , , , 
290, 好在关停生死场，不然又要有多少人死于非命……, 1, 1, , , , , 
291, 此人多行不义必自毙。, 1, 0, , , , , 
292, 你侠义护友，所作甚是英勇。, 1, 2, , , , , 
293, 确实令人感到无奈。, 1, 1, , , , , 
294, 俗与雅原本质上无太大区别。, 1, 0, , , , , 
295, 只要谨慎妥善，心意清明，那便去做你想做的决定。, 1, 2, , , , , 
296, 我更愿你永留在侠客岛上，无忧无虑，度此一生。, 1, 1, , , , , 
297, 随你。, 1, 0, , , , , 
298, 只要谨慎妥善，心意清明，那便去做你想做的决定。, 1, 2, , , , , 
299, 我更愿你永留在侠客岛上，无忧无虑，度此一生。, 1, 1, , , , , 
300, 随你。, 1, 0, , , , , 
301, 师妹可是对此感兴趣？可与钟堂主多加结交。, 1, 2, , , , , 
302, 帝王州以天下霸业为野望，自与旁边不同。, 1, 1, , , , , 
303, 的确是奇思妙想。, 1, 0, , , , , 
304, 师妹此次得佳绩识新友，我替你高兴。, 1, 2, , , , , 
305, 当年我初参此赛，未进百名，甘拜师妹下风。, 1, 1, , , , , 
306, 你资历尚浅，应多多请教于他人，谦虚行事。, 1, 0, , , , , 
307, 师妹此次得佳绩识新友，我替你高兴。, 1, 2, , , , , 
308, 佳绩斐然，当年初入江湖，我可远不如你。, 1, 1, , , , , 
309, 师妹有才，又添佳绩。, 1, 0, , , , , 
310, 师妹此次得佳绩识新友，我替你高兴。, 1, 2, , , , , 
311, 佳绩斐然，当年初入江湖，我可远不如你。, 1, 1, , , , , 
312, 师妹有才，又添佳绩。, 1, 0, , , , , 
313, 师妹此次得佳绩识新友，我替你高兴。, 1, 2, , , , , 
314, 佳绩斐然，当年初入江湖，我可远不如你。, 1, 1, , , , , 
315, 师妹有才，又添佳绩。, 1, 0, , , , , 
316, 冶玲珑是你费力而得，却不假思索出手，师妹真是侠心。, 1, 2, , , , , 
317, 你可要好好保管此刀，也算交了个朋友。, 1, 1, , , , , 
318, 你说的不错。, 1, 0, , , , , 
319, 他二人定是互生情愫已久，不然为何接受？你或许多虑。, 1, 2, , , , , 
320, 师妹多想，这是天数使然。, 1, 1, , , , , 
321, 你总有些新奇想法，让人意外。, 1, 0, , , , , 
322, 大概所有的遇合，都有宿世之缘吧。, 1, 2, , , , , 
323, 下次再往开封南门，你可多多留意。, 1, 1, , , , , 
324, 嗯……姓万……, 1, 0, , , , , 
325, 说不定师妹天赋异禀，棋艺真心精湛。, 1, 2, , , , , 
326, 刘爷很受当地百姓敬重，想来有所隐情。, 1, 1, , , , , 
327, 定是被大人宠坏，才如此骄纵，想那刘爷估计徒有虚名。, 1, 0, , , , , 
328, 与我说说发生了什么，令你有这番心思？, 1, 2, , , , , 
329, 我何时所说？难为你还记得这般清楚。, 1, 1, , , , , 
330, 胜不骄败不馁，方为你我师门风范。, 1, 0, , , , , 
331, 瞧你高兴成如此模样？也不见平常<gender=1$$师兄><gender=0$$师姐>夸你你能如此雀跃。, 1, 2, , , , , 
332, 是吗？那你可要说给我听听！, 1, 1, , , , , 
333, 师父夸你，也莫要过于骄傲，疏于练习。, 1, 0, , , , , 
334, 你此行一去甚久令我挂念不已。, 1, 2, , , , , 
335, 你心性纯朴，可要慎防被他人欺骗。, 1, 1, , , , , 
336, 师父所言不错。, 1, 0, , , , , 
337, 好，那我便下厨做你喜欢的吃食，贺你佳绩。, 1, 2, , , , , 
338, 好，我替你高兴。, 1, 1, , , , , 
339, 师妹聪慧，自是事事第一。, 1, 0, , , , , 
340, 听得你有施德天下的仁心之举，更令我自豪。, 1, 2, , , , , 
341, 多谢师妹。, 1, 1, , , , , 
342, 师妹本就轻功卓越，我不感意外。, 1, 0, , , , , 
343, 我们的小师姐轻功过人，我都瞧见了。, 1, 2, , , , , 
344, 我见有人将秋千舞得如嫦娥下凡，原来是你。, 1, 1, , , , , 
345, 嗯，你是小师姐啦！, 1, 0, , , , , 
346, 师妹此次得佳绩识新友，我替你高兴。, 1, 2, , , , , 
347, 佳绩斐然，当年初入江湖，我可远不如你。, 1, 1, , , , , 
348, 师妹有才，又添佳绩。, 1, 0, , , , , 
349, 你这会儿倒知道后悔了，小调皮。, 1, 2, , , , , 
350, 你古灵精怪，拿你没辙。, 1, 1, , , , , 
351, 你倒是顽皮，若是坏了人姻缘可怎办。, 1, 0, , , , , 
352, 好一个不打不相识！, 1, 2, , , , , 
353, <gender=1$$师兄><gender=0$$师姐>很高兴你又能交到新朋友。, 1, 1, , , , , 
354, 少年气盛不可为。, 1, 0, , , , , 
355, 若师妹决意前往，我陪你同去。, 1, 2, , , , , 
356, 可需要我的陪同？, 1, 1, , , , , 
357, 此事颇为蹊跷。, 1, 0, , , , , 
358, 原来如此，刘爷大半生忍辱负重，实乃忠仆。, 1, 2, , , , , 
359, 原来如此，看来怀璧若无力相护，反倒是罪。, 1, 1, , , , , 
360, 这往事倒也是曲折。, 1, 0, , , , , 
361, 东方玉与柳永之缘，可常常被师父称作美谈。, 1, 2, , , , , 
362, 柳永看似贪杯，确是清明之人，做下无数侠举。, 1, 1, , , , , 
363, 柳永为人不错，你可多加来往。, 1, 0, , , , , 
364, 师妹妙思插花，作品精妙，评事对你很是赞赏。, 1, 2, , , , , 
365, 我虽在繁忙，也有所耳闻此事。, 1, 1, , , , , 
366, 什么样的人便会选择什么样品性的花，便能作出什么样的作品。, 1, 0, , , , , 
367, 你所作巧物听说大得梁谷主赞扬，我很想看看呢。, 1, 2, , , , , 
368, 你即感开心，我与你同感。, 1, 1, , , , , 
369, 乞巧花会听你言之，甚是热闹，可惜我未能与你同去。, 1, 0, , , , , 
370, 并不是所有人皆是如此，你不可过于轻视。, 1, 2, , , , , 
371, 你莫要与他们计较便是。, 1, 1, , , , , 
372, 倭国人士，你本不必多与之来往。, 1, 0, , , , , 
373, 你挫其锐气，望其日后能吸取教训罢。, 1, 2, , , , , 
374, 其实也不需要与这些人计较过甚，徒惹是非。, 1, 1, , , , , 
375, 你且牢记不可如她一般，以貌取人。, 1, 0, , , , , 
376, 若有疑问与我一同探讨，切勿自我劳神太过。, 1, 2, , , , , 
377, 你即感有所收获，<gender=1$$师兄><gender=0$$师姐>便觉开心。, 1, 1, , , , , 
378, 星相五行，阵法演练，皆玄妙至极，你要好好研习。, 1, 0, , , , , 
379, 少年有好胜之心也属寻常，不必过分苛己。, 1, 2, , , , , 
380, 有过则改无则加勉，你能常自自省，也是难得了。, 1, 1, , , , , 
381, 其实你只遵师命即可，何必理会这些身外之事。, 1, 0, , , , , 
382, 师妹收获颇丰，我替你感到高兴。, 1, 2, , , , , 
383, 师妹所言甚有禅机，可要好好参悟。, 1, 1, , , , , 
384, 不错。, 1, 0, , , , , 
385, 听你所言可是又惩恶霸了？与我说说。, 1, 2, , , , , 
386, 过行走江湖，还是要莫与人做意气之争。, 1, 1, , , , , 
387, 若以后他武馆看出你为外援那可怎办？, 1, 0, , , , , 
388, 向来人生所求，不外是能天地逍遥，任随本心。, 1, 2, , , , , 
389, 师妹所言快哉。, 1, 1, , , , , 
390, 你这次比赛选材甚是得宜。, 1, 0, , , , , 
391, 去当差是好事，但莫要为了外表的神气，而要去追求内心的正义。, 1, 2, , , , , 
392, 是呀是呀，你最神气啦。, 1, 1, , , , , 
393, 我看不会。, 1, 0, , , , , 
394, 你现在的诗文，便有一分独属于你的气质在。我很欣赏。, 1, 2, , , , , 
