id, affixId, level, affixName, conditionString, description                            ,icon2d,quality, isSpecial,needLearn,isRevise,  equipType,  partType,  career,  minEquipLevel, skillType,  proficiencyLevel,  qualityLevel,   prob, resetProb, upgradeItemIds, itemCounts,        , additionIds, additionWeights, resetWeights, minQuality, stuntId, resetQualityClient,
27, 2003, 7, 慧观, , 制造装备有可能增加洞察\n“眼观心，洞敌先机，一击致命。”, , 2, 0, 1, 0, 0, 0, -1, 115, 2, 25, 7, 1e-06, 0.0074, 1, [2100050], [5], [1004071$$ 1004072], [0.9$$ 0.1], [0$$ 10], 0, 0, 0, 
28, 2003, 8, 慧观, , 制造装备有可能增加洞察\n“眼观心，洞敌先机，一击致命。”, , 2, 0, 1, 0, 0, 0, -1, 140, 2, 29, 8, 0.0065, 0.0065, 1, [2100050], [8], [1004081$$ 1004082], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
29, 2003, 9, 慧观, , 制造装备有可能增加洞察\n“眼观心，洞敌先机，一击致命。”, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 34, 9, 0.0001, 0.0001, 1, [2100050], [10], [1004091$$ 1004092], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
30, 2003, 10, 慧观, , 制造装备有可能增加洞察\n“眼观心，洞敌先机，一击致命。”, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 38, 10, 0.0001, 0.0001, 1, [2100050], [20], [1004101$$ 1004102], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
31, 2004, 1, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 0, 0, 0, 0, 0, 0, -1, 40, 2, 3, 1, 0.1112, 0.1112, 0, [], [], [1006011$$ 1006012], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
32, 2004, 2, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 0, 0, 0, 0, 0, 0, -1, 60, 2, 6, 2, 0.0233, 0.0233, 0, [], [], [1006021$$ 1006022], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
33, 2004, 3, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 1, 0, 0, 0, 0, 0, -1, 70, 2, 10, 3, 0.014, 0.014, 0, [], [], [1006031$$ 1006032], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
34, 2004, 4, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 1, 0, 0, 0, 0, 0, -1, 80, 2, 14, 4, 0.007, 0.007, 0, [], [], [1006041$$ 1006042], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
35, 2004, 5, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 1, 0, 1, 0, 0, 0, -1, 90, 2, 18, 5, 6e-05, 0.0047, 1, [2100050], [1], [1006051$$ 1006052], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
36, 2004, 6, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 2, 0, 1, 0, 0, 0, -1, 100, 2, 22, 6, 1e-06, 0.0042, 1, [2100050], [3], [1006061$$ 1006062], [0.9$$ 0.1], [7$$ 3], 0, 0, 0, 
37, 2004, 7, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 2, 0, 1, 0, 0, 0, -1, 115, 2, 26, 7, 1e-06, 0.0037, 1, [2100050], [5], [1006071$$ 1006072], [0.9$$ 0.1], [0$$ 10], 0, 0, 0, 
38, 2004, 8, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 2, 0, 1, 0, 0, 0, -1, 140, 2, 30, 8, 0.0033, 0.0033, 1, [2100050], [8], [1006081$$ 1006082], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
39, 2004, 9, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 35, 9, 0.0001, 0.0001, 1, [2100050], [10], [1006091$$ 1006092], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
40, 2004, 10, 开碑, , 制造装备有可能增加外功攻击\n“攻可断，巨擎开碑，卷刃夺命。”, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 39, 10, 0.0001, 0.0001, 1, [2100050], [20], [1006101$$ 1006102], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
41, 2005, 1, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 0, 0, 0, 0, 0, 0, -1, 40, 2, 4, 1, 0.2222, 0.2222, 0, [], [], [1008011$$ 1008012], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
42, 2005, 2, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 0, 0, 0, 0, 0, 0, -1, 60, 2, 6, 2, 0.0465, 0.0465, 0, [], [], [1008021$$ 1008022], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
43, 2005, 3, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 1, 0, 0, 0, 0, 0, -1, 70, 2, 10, 3, 0.0279, 0.0279, 0, [], [], [1008031$$ 1008032], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
44, 2005, 4, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 1, 0, 0, 0, 0, 0, -1, 80, 2, 14, 4, 0.014, 0.014, 0, [], [], [1008041$$ 1008042], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
45, 2005, 5, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 1, 0, 1, 0, 0, 0, -1, 90, 2, 18, 5, 0.00011, 0.0093, 1, [2100050], [1], [1008051$$ 1008052], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
46, 2005, 6, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 2, 0, 1, 0, 0, 0, -1, 100, 2, 22, 6, 1e-06, 0.0084, 1, [2100050], [3], [1008061$$ 1008062], [0.9$$ 0.1], [7$$ 3], 0, 0, 0, 
47, 2005, 7, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 2, 0, 1, 0, 0, 0, -1, 115, 2, 26, 7, 1e-06, 0.0074, 1, [2100050], [5], [1008071$$ 1008072], [0.9$$ 0.1], [0$$ 10], 0, 0, 0, 
48, 2005, 8, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 2, 0, 1, 0, 0, 0, -1, 140, 2, 30, 8, 0.0065, 0.0065, 1, [2100050], [8], [1008081$$ 1008082], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
49, 2005, 9, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 35, 9, 0.0001, 0.0001, 1, [2100050], [10], [1008091$$ 1008092], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
50, 2005, 10, 含锋, , 制造装备有可能增加外功防御\n“防有道，铁甲不腐，藏锋不吐。” \n  \n, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 39, 10, 0.0001, 0.0001, 1, [2100050], [20], [1008101$$ 1008102], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
51, 2006, 1, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 0, 0, 0, 0, 0, 0, -1, 60, 2, 8, 2, 0.0465, 0.0465, 0, [], [], [1012021$$ 1012022], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
52, 2006, 2, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 1, 0, 0, 0, 0, 0, -1, 70, 2, 12, 3, 0.0279, 0.0279, 0, [], [], [1012031$$ 1012032], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
53, 2006, 3, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 1, 0, 0, 0, 0, 0, -1, 80, 2, 16, 4, 0.014, 0.014, 0, [], [], [1012041$$ 1012042], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
54, 2006, 4, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 1, 0, 1, 0, 0, 0, -1, 90, 2, 20, 5, 0.00011, 0.0093, 1, [2100050], [1], [1012051$$ 1012052], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
55, 2006, 5, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 2, 0, 1, 0, 0, 0, -1, 100, 2, 24, 6, 1e-06, 0.0084, 1, [2100050], [3], [1012061$$ 1012062], [0.9$$ 0.1], [7$$ 3], 0, 0, 0, 
56, 2006, 6, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 2, 0, 1, 0, 0, 0, -1, 115, 2, 28, 7, 1e-06, 0.0074, 1, [2100050], [5], [1012071$$ 1012072], [0.9$$ 0.1], [0$$ 10], 0, 0, 0, 
57, 2006, 7, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 2, 0, 1, 0, 0, 0, -1, 140, 2, 32, 8, 0.0065, 0.0065, 1, [2100050], [8], [1012081$$ 1012082], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
58, 2006, 8, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 36, 9, 0.0001, 0.0001, 1, [2100050], [10], [1012091$$ 1012092], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
59, 2006, 9, 无漏, , 制造装备有可能增加命中\n“坚毅者，虽柔必韧，不死重生。”, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 40, 10, 0.0001, 0.0001, 1, [2100050], [20], [1012101$$ 1012102], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
60, 2007, 1, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 0, 0, 0, 0, 0, 0, -1, 60, 2, 8, 2, 0.0465, 0.0465, 0, [], [], [1013021$$ 1013022], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
61, 2007, 2, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 1, 0, 0, 0, 0, 0, -1, 70, 2, 12, 3, 0.0279, 0.0279, 0, [], [], [1013031$$ 1013032], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
62, 2007, 3, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 1, 0, 0, 0, 0, 0, -1, 80, 2, 16, 4, 0.014, 0.014, 0, [], [], [1013041$$ 1013042], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
63, 2007, 4, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 1, 0, 1, 0, 0, 0, -1, 90, 2, 20, 5, 0.00011, 0.0093, 1, [2100050], [1], [1013051$$ 1013052], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
64, 2007, 5, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 2, 0, 1, 0, 0, 0, -1, 100, 2, 24, 6, 1e-06, 0.0084, 1, [2100050], [3], [1013061$$ 1013062], [0.9$$ 0.1], [7$$ 3], 0, 0, 0, 
65, 2007, 6, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 2, 0, 1, 0, 0, 0, -1, 115, 2, 28, 7, 1e-06, 0.0074, 1, [2100050], [5], [1013071$$ 1013072], [0.9$$ 0.1], [0$$ 10], 0, 0, 0, 
66, 2007, 7, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 2, 0, 1, 0, 0, 0, -1, 140, 2, 32, 8, 0.0065, 0.0065, 1, [2100050], [8], [1013081$$ 1013082], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
67, 2007, 8, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 36, 9, 0.0001, 0.0001, 1, [2100050], [10], [1013091$$ 1013092], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
68, 2007, 9, 盾拒, , 制造装备有可能增加格挡\n“见拆招，料敌之动，如盾拒矛。” \n  \n, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 40, 10, 0.0001, 0.0001, 1, [2100050], [20], [1013101$$ 1013102], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
69, 2008, 1, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 0, 0, 0, 0, 0, 0, -1, 60, 2, 7, 2, 0.0465, 0.0465, 0, [], [], [1018021$$ 1018022], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
70, 2008, 2, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 1, 0, 0, 0, 0, 0, -1, 70, 2, 11, 3, 0.0279, 0.0279, 0, [], [], [1018031$$ 1018032], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
71, 2008, 3, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 1, 0, 0, 0, 0, 0, -1, 80, 2, 15, 4, 0.014, 0.014, 0, [], [], [1018041$$ 1018042], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
72, 2008, 4, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 1, 0, 1, 0, 0, 0, -1, 90, 2, 19, 5, 0.00011, 0.0093, 1, [2100050], [1], [1018051$$ 1018052], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
73, 2008, 5, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 2, 0, 1, 0, 0, 0, -1, 100, 2, 23, 6, 1e-06, 0.0084, 1, [2100050], [3], [1018061$$ 1018062], [0.9$$ 0.1], [7$$ 3], 0, 0, 0, 
74, 2008, 6, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 2, 0, 1, 0, 0, 0, -1, 115, 2, 27, 7, 1e-06, 0.0074, 1, [2100050], [5], [1018071$$ 1018072], [0.9$$ 0.1], [0$$ 10], 0, 0, 0, 
75, 2008, 7, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 2, 0, 1, 0, 0, 0, -1, 140, 2, 31, 8, 0.0065, 0.0065, 1, [2100050], [8], [1018081$$ 1018082], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
76, 2008, 8, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 35, 9, 0.0001, 0.0001, 1, [2100050], [10], [1018091$$ 1018092], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
77, 2008, 9, 项王, , 制造装备有可能增加力道和根骨\n力拔山兮气盖世，扛鼎逆天宁可为。\n  \n, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 39, 10, 0.0001, 0.0001, 1, [2100050], [20], [1018101$$ 1018102], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
78, 2009, 1, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 0, 0, 0, 0, 0, 0, -1, 60, 2, 7, 2, 0.0465, 0.0465, 0, [], [], [1019021$$ 1019022], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
79, 2009, 2, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 1, 0, 0, 0, 0, 0, -1, 70, 2, 11, 3, 0.0279, 0.0279, 0, [], [], [1019031$$ 1019032], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
80, 2009, 3, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 1, 0, 0, 0, 0, 0, -1, 80, 2, 15, 4, 0.014, 0.014, 0, [], [], [1019041$$ 1019042], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
81, 2009, 4, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 1, 0, 1, 0, 0, 0, -1, 90, 2, 19, 5, 0.00011, 0.0093, 1, [2100050], [1], [1019051$$ 1019052], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
82, 2009, 5, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 2, 0, 1, 0, 0, 0, -1, 100, 2, 23, 6, 1e-06, 0.0084, 1, [2100050], [3], [1019061$$ 1019062], [0.9$$ 0.1], [7$$ 3], 0, 0, 0, 
83, 2009, 6, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 2, 0, 1, 0, 0, 0, -1, 115, 2, 27, 7, 1e-06, 0.0074, 1, [2100050], [5], [1019071$$ 1019072], [0.9$$ 0.1], [0$$ 10], 0, 0, 0, 
84, 2009, 7, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 2, 0, 1, 0, 0, 0, -1, 140, 2, 31, 8, 0.0065, 0.0065, 1, [2100050], [8], [1019081$$ 1019082], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
85, 2009, 8, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 35, 9, 0.0001, 0.0001, 1, [2100050], [10], [1019091$$ 1019092], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
86, 2009, 9, 武圣, , 制造装备有可能增加力道和洞察\n过五关，斩六将，谈笑无悔万人敌。\n  \n, , 3, 0, 1, 0, 0, 0, -1, 140, 2, 39, 10, 0.0001, 0.0001, 1, [2100050], [20], [1019101$$ 1019102], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
87, 2010, 1, 黄巾, , 制造装备有可能增加气劲和根骨\n苍天已死犹未死，黄天后土立太平。\n  \n, , 0, 0, 0, 0, 0, 0, -1, 60, 2, 7, 2, 0.0465, 0.0465, 0, [], [], [1021021$$ 1021022], [0.9$$ 0.1], [9$$ 1], 0, 0, 0, 
88, 2010, 2, 黄巾, , 制造装备有可能增加气劲和根骨\n苍天已死犹未死，黄天后土立太平。\n  \n, , 1, 0, 0, 0, 0, 0, -1, 70, 2, 11, 3, 0.0279, 0.0279, 0, [], [], [1021031$$ 1021032], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
89, 2010, 3, 黄巾, , 制造装备有可能增加气劲和根骨\n苍天已死犹未死，黄天后土立太平。\n  \n, , 1, 0, 0, 0, 0, 0, -1, 80, 2, 15, 4, 0.014, 0.014, 0, [], [], [1021041$$ 1021042], [0.9$$ 0.1], [10$$ 0], 0, 0, 0, 
