x,y,type,name,id
120231, 82527, MonsterPoint, 野外兔子, 220
102045, 55494, MonsterPoint, 幼年灰背野猪, 221
89692, 54708, MonsterPoint, 幼年灰背野猪, 222
82848, 60462, MonsterPoint, 幼年灰背野猪, 223
61629, 46517, MonsterPoint, 幼年灰背野猪, 224
48089, 68033, MonsterPoint, 猫, 225
43853, 65891, MonsterPoint, 猫, 226
43676, 82837, MonsterPoint, 猫, 227
20519, 86399, MonsterPoint, 黑尾鼠, 228
14122, 83219, MonsterPoint, 黑尾鼠, 229
20967, 72384, MonsterPoint, 黑尾鼠, 230
20781, 61626, MonsterPoint, 黑尾鼠, 231
136369, 159161, MonsterPoint, 猫, 232
145036, 163392, MonsterPoint, 猫, 233
167148, 181977, MonsterPoint, 狼, 234
185815, 211749, MonsterPoint, 狼, 235
176449, 221204, MonsterPoint, 狼, 236
154771, 220259, MonsterPoint, 狼, 237
165162, 246188, MonsterPoint, 狼, 238
177018, 241576, MonsterPoint, 花花, 239
209901, 244470, MonsterPoint, 幼年赤狐, 243
221772, 244311, MonsterPoint, 野外兔子, 244
226655, 242792, MonsterPoint, 小黄鸡, 245
231914, 255663, MonsterPoint, 花花, 246
227688, 264323, MonsterPoint, 幼年灰背野猪, 247
249477, 224149, MonsterPoint, 狼, 249
248006, 232259, MonsterPoint, 20200117, 250
237712, 237209, MonsterPoint, 花花, 251
251074, 242474, MonsterPoint, 幼年赤狐, 252
251228, 252683, MonsterPoint, 狼, 253
293415, 212278, MonsterPoint, 花花, 254
300441, 173089, MonsterPoint, 野外兔子, 255
311339, 165972, MonsterPoint, 野外兔子, 256
305998, 163678, MonsterPoint, 黑尾鼠, 257
300087, 175898, MonsterPoint, 黑尾鼠, 258
307825, 161894, MonsterPoint, 黑尾鼠, 259
332516, 152318, MonsterPoint, 野外黄鼠狼, 260
337491, 137148, MonsterPoint, 狼, 261
352305, 124984, MonsterPoint, 狼, 262
369576, 123484, MonsterPoint, 狼, 263
378274, 126876, MonsterPoint, 狼, 264
370620, 110569, MonsterPoint, 狼, 265
360041, 113387, MonsterPoint, 狼, 266
359443, 119584, MonsterPoint, 狼, 267
378792, 129367, MonsterPoint, 狼, 268
384164, 118632, MonsterPoint, 狼, 269
383525, 106984, MonsterPoint, 狼, 270
377992, 97872, MonsterPoint, 狼, 271
381138, 134530, MonsterPoint, 狼, 272
377392, 146098, MonsterPoint, 狼, 273
372570, 154381, MonsterPoint, 狼, 274
362183, 139748, MonsterPoint, 野外黄鼠狼, 275
354820, 138034, MonsterPoint, 野外黄鼠狼, 276
349600, 142126, MonsterPoint, 野外黄鼠狼, 277
352725, 151500, MonsterPoint, 野外黄鼠狼, 280
351904, 137867, MonsterPoint, 母鸡, 281
350071, 144158, MonsterPoint, 母鸡, 283
278645, 72063, MonsterPoint, 狼, 284
285530, 71971, MonsterPoint, 狼, 285
284315, 88043, MonsterPoint, 幼年灰背野猪, 286
268739, 98287, MonsterPoint, 幼年灰背野猪, 287
270154, 76924, MonsterPoint, 幼年灰背野猪, 288
270696, 56330, MonsterPoint, 幼年灰背野猪, 289
266504, 60158, MonsterPoint, 幼年灰背野猪, 290
290088, 106697, MonsterPoint, 幼年灰背野猪, 291
303139, 99312, MonsterPoint, 幼年灰背野猪, 292
307530, 86055, MonsterPoint, 幼年灰背野猪, 293
308226, 102759, MonsterPoint, 幼年灰背野猪, 294
303605, 108219, MonsterPoint, 幼年灰背野猪, 295
261386, 102199, MonsterPoint, 幼年灰背野猪, 296
260008, 113223, MonsterPoint, 幼年灰背野猪, 297
281673, 115289, MonsterPoint, 幼年灰背野猪, 298
263222, 132391, MonsterPoint, 幼年灰背野猪, 299
277675, 132548, MonsterPoint, 幼年灰背野猪, 300
274995, 141519, MonsterPoint, 幼年灰背野猪, 301
258386, 159974, MonsterPoint, 幼年灰背野猪, 302
245522, 147261, MonsterPoint, 幼年灰背野猪, 303
265641, 167450, MonsterPoint, 幼年灰背野猪, 304
261528, 177964, MonsterPoint, 幼年灰背野猪, 305
272088, 193526, MonsterPoint, 猫, 307
266052, 199348, MonsterPoint, 猫, 308
272015, 197921, MonsterPoint, 母鸡, 309
274912, 195867, MonsterPoint, 母鸡, 310
270155, 197491, MonsterPoint, 母鸡, 311
272216, 190270, MonsterPoint, 母鸡, 312
231963, 187027, MonsterPoint, 母鸡, 313
233687, 180327, MonsterPoint, 母鸡, 314
236909, 176112, MonsterPoint, 母鸡, 315
248299, 175193, MonsterPoint, 母鸡, 316
86817, 138489, MonsterPoint, 幼年赤狐, 317
81102, 148952, MonsterPoint, 幼年赤狐, 318
36990, 134049, MonsterPoint, 狼, 319
51091, 129937, MonsterPoint, 狼, 320
26688, 142712, MonsterPoint, 20200117, 321
29458, 137979, MonsterPoint, 20200117, 322
27202, 133556, MonsterPoint, 20200117, 323
99537, 181313, MonsterPoint, 幼年赤狐, 324
106858, 175090, MonsterPoint, 幼年赤狐, 325
112448, 169358, MonsterPoint, 幼年赤狐, 326
81673, 175962, MonsterPoint, 幼年赤狐, 327
77280, 183749, MonsterPoint, 幼年赤狐, 328
88340, 184554, MonsterPoint, 幼年赤狐, 329
105143, 228435, MonsterPoint, 幼年赤狐, 330
118158, 233186, MonsterPoint, 幼年赤狐, 331
139597, 235253, MonsterPoint, 狼, 332
157890, 259759, MonsterPoint, 狼, 334
180185, 249073, MonsterPoint, 狼, 335
314936, 267703, MonsterPoint, 野外黄鼠狼, 336
298750, 243732, MonsterPoint, 野外黄鼠狼, 337
303780, 249361, MonsterPoint, 野外兔子, 338
289150, 240572, MonsterPoint, 野外兔子, 339
310031, 266255, MonsterPoint, 野外兔子, 340
310379, 261365, MonsterPoint, 野外兔子, 341
291743, 213379, MonsterPoint, 母鸡, 342
300127, 217516, MonsterPoint, 母鸡, 343
301581, 219743, MonsterPoint, 母鸡, 344
290425, 217826, MonsterPoint, 母鸡, 345
292701, 202808, MonsterPoint, 狼, 346
321001, 184131, MonsterPoint, 幼年灰背野猪, 347
327138, 184976, MonsterPoint, 幼年灰背野猪, 348
326078, 191624, MonsterPoint, 幼年灰背野猪, 349
330623, 178083, MonsterPoint, 幼年灰背野猪, 350
325053, 174561, MonsterPoint, 幼年灰背野猪, 351
335808, 167470, MonsterPoint, 幼年灰背野猪, 352
343120, 165990, MonsterPoint, 幼年灰背野猪, 353
291693, 90419, MonsterPoint, 猫, 356
296897, 78027, MonsterPoint, 猫, 357
303241, 69688, MonsterPoint, 猫, 358
309646, 66832, MonsterPoint, 猫, 359
297527, 65944, MonsterPoint, 猫, 360
230335, 164103, MonsterPoint, 小灰马, 29
207205, 213991, MonsterPoint, 青叶驹, 361
192174, 207367, MonsterPoint, 青叶驹, 362
192019, 207420, MonsterPoint, 青叶驹, 363
173389, 214577, MonsterPoint, 青叶驹, 364
134544, 216289, MonsterPoint, 空雪·白公子, 365
129147, 204087, MonsterPoint, 空雪·白公子, 366
147917, 202055, MonsterPoint, 空雪·白公子, 367
166844, 154779, MonsterPoint, 空雪·白公子, 368
161496, 135663, MonsterPoint, 青叶驹, 369
146484, 169177, MonsterPoint, 青叶驹, 370
147646, 167654, MonsterPoint, 空雪·白公子, 371
164033, 141145, MonsterPoint, 空雪·白公子, 372
171999, 164755, MonsterPoint, 青叶驹, 373
168332, 174288, MonsterPoint, 青叶驹, 374
163885, 225415, MonsterPoint, 空雪·白公子, 375
174807, 205875, MonsterPoint, 空雪·白公子, 376
139869, 112346, MonsterPoint, 空雪·白公子, 377
151493, 117497, MonsterPoint, 青叶驹, 378
165203, 99918, MonsterPoint, 小灰马, 379
178102, 98708, MonsterPoint, 小灰马, 380
193503, 98657, MonsterPoint, 青叶驹, 382
204976, 96864, MonsterPoint, 青叶驹, 383
215948, 89049, MonsterPoint, 空雪·白公子, 384
241137, 110031, MonsterPoint, 空雪·白公子, 385
241244, 95911, MonsterPoint, 青叶驹, 386
241424, 95911, MonsterPoint, 青叶驹, 387
314452, 94424, MonsterPoint, 青叶驹, 388
294267, 166644, MonsterPoint, 青叶驹, 389
294130, 166413, MonsterPoint, 青叶驹, 390
253591, 174095, MonsterPoint, 空雪·白公子, 391
247870, 195139, MonsterPoint, 空雪·白公子, 392
230331, 163839, MonsterPoint, 青叶驹, 393
250376, 138179, MonsterPoint, 青叶驹, 394
236219, 147548, MonsterPoint, 青叶驹, 395
199098, 191167, MonsterPoint, 空雪·白公子, 396
168484, 234331, MonsterPoint, 青叶驹, 398
157040, 239419, MonsterPoint, 空雪·白公子, 399
246602, 238620, MonsterPoint, 空雪·白公子, 400
245779, 249746, MonsterPoint, 空雪·白公子, 401
80558, 136156, MonsterPoint, 空雪·白公子, 402
80670, 136158, MonsterPoint, 空雪·白公子, 403
131868, 107726, MonsterPoint, 空雪·白公子, 404
114902, 53477, MonsterPoint, 青叶驹, 405
282577, 277572, MonsterPoint, 青叶驹, 406
282452, 277534, MonsterPoint, 青叶驹, 407
317588, 178776, MonsterPoint, 青叶驹, 408
344344, 156886, MonsterPoint, 青叶驹, 409
348010, 145605, MonsterPoint, 空雪·白公子, 410
345431, 128276, MonsterPoint, 青叶驹, 411
345378, 128416, MonsterPoint, 青叶驹, 412
338433, 111446, MonsterPoint, 青叶驹, 413
297684, 184438, MonsterPoint, 空雪·白公子, 414
274016, 192314, MonsterPoint, 青叶驹, 415
274198, 192283, MonsterPoint, 青叶驹, 416
292780, 148903, MonsterPoint, 青叶驹, 417
281978, 68226, MonsterPoint, 空雪·白公子, 418
121524, 134252, MonsterPoint, 空雪·白公子, 419
78048, 170350, MonsterPoint, 空雪·白公子, 420
143529, 87423, MonsterPoint, 空雪·白公子, 421
314625, 94465, MonsterPoint, 空雪·白公子, 422
331038, 126111, MonsterPoint, 空雪·白公子, 423
285060, 187068, MonsterPoint, 空雪·白公子, 424
309443, 151453, MonsterPoint, 空雪·白公子, 425
234108, 160844, MonsterPoint, 空雪·白公子, 426
216110, 228278, MonsterPoint, 空雪·白公子, 427
245549, 218157, MonsterPoint, 空雪·白公子, 428
219961, 219856, MonsterPoint, 空雪·白公子, 429
185357, 183073, MonsterPoint, 空雪·白公子, 430
139245, 196535, MonsterPoint, 空雪·白公子, 431
182298, 202962, MonsterPoint, 空雪·白公子, 433
195362, 167279, MonsterPoint, 空雪·白公子, 434
272132, 139158, MonsterPoint, 空雪·白公子, 435
313034, 174573, MonsterPoint, 空雪·白公子, 436
244214, 226587, MonsterPoint, 空雪·白公子, 437
233242, 203424, MonsterPoint, 空雪·白公子, 438
270417, 224913, MonsterPoint, 空雪·白公子, 439
283196, 152738, MonsterPoint, 空雪·白公子, 440
283719, 166814, MonsterPoint, 空雪·白公子, 441
119708, 168836, MonsterPoint, 空雪·白公子, 442
131504, 189935, MonsterPoint, 空雪·白公子, 443
299301, 171428, MonsterPoint, 小灰马, 444
301483, 172505, MonsterPoint, 小灰马, 445
143176, 155323, EntityPoint, 蓝装备箱, 40098
139223, 153987, EntityPoint, 蓝装备箱, 40101
139831, 160677, EntityPoint, 蓝装备箱, 40102
133626, 158954, EntityPoint, 蓝装备箱, 40103
141433, 164872, EntityPoint, 紫装备箱, 40105
140070, 160834, EntityPoint, 紫装备箱, 40106
139382, 155417, EntityPoint, 紫装备箱, 40107
145069, 158525, EntityPoint, 紫装备箱, 40108
141477, 164590, EntityPoint, 蓝道具箱, 40116
135971, 138389, EntityPoint, 蓝道具箱, 40118
143717, 157198, EntityPoint, 蓝道具箱, 40119
133784, 157397, EntityPoint, 蓝道具箱, 40121
139636, 160656, EntityPoint, 蓝道具箱, 40122
143025, 155127, EntityPoint, 蓝道具箱, 40123
134678, 159694, EntityPoint, 紫道具箱, 40125
139484, 160487, EntityPoint, 紫道具箱, 40126
145211, 158639, EntityPoint, 紫道具箱, 40127
136071, 138298, EntityPoint, 紫技能箱, 40133
139507, 153681, EntityPoint, 紫技能箱, 40134
145291, 158774, EntityPoint, 紫技能箱, 40136
133811, 157528, EntityPoint, 紫技能箱, 40137
134849, 159843, EntityPoint, 紫技能箱, 40138
143509, 154754, EntityPoint, 紫技能箱, 40146
143509, 154754, EntityPoint, 紫技能箱, 40147
135845, 138490, EntityPoint, 紫技能箱, 40148
135845, 138490, EntityPoint, 紫技能箱, 40149
139831, 160497, EntityPoint, 紫技能箱, 40150
139831, 160497, EntityPoint, 紫技能箱, 40151
146061, 161945, EntityPoint, 紫技能箱, 40152
146061, 161945, EntityPoint, 紫技能箱, 40153
130688, 152834, EntityPoint, 蓝装备箱, 40172
121062, 150712, EntityPoint, 蓝装备箱, 40173
141915, 143240, EntityPoint, 蓝装备箱, 40174
126065, 157788, EntityPoint, 蓝装备箱, 40175
130977, 146788, EntityPoint, 蓝装备箱, 40176
127663, 143778, EntityPoint, 紫装备箱, 40177
130929, 146699, EntityPoint, 紫装备箱, 40178
123033, 157278, EntityPoint, 紫装备箱, 40179
126825, 158539, EntityPoint, 紫装备箱, 40180
129916, 144420, EntityPoint, 蓝道具箱, 40181
130804, 152698, EntityPoint, 蓝道具箱, 40182
121359, 150535, EntityPoint, 蓝道具箱, 40183
123136, 155016, EntityPoint, 蓝道具箱, 40184
141647, 142810, EntityPoint, 蓝道具箱, 40185
130727, 152745, EntityPoint, 紫技能箱, 40186
120934, 150951, EntityPoint, 紫技能箱, 40187
129740, 143743, EntityPoint, 紫技能箱, 40188
123295, 155066, EntityPoint, 紫技能箱, 40189
141798, 142950, EntityPoint, 紫道具箱, 40190
130781, 146810, EntityPoint, 紫道具箱, 40191
128031, 149111, EntityPoint, 紫道具箱, 40192
126444, 160661, EntityPoint, 紫道具箱, 40193
244727, 184696, EntityPoint, 紫装备箱, 40261
246738, 183596, EntityPoint, 紫装备箱, 40263
247061, 185430, EntityPoint, 紫装备箱, 40267
247594, 173503, EntityPoint, 紫装备箱, 40270
242845, 180034, EntityPoint, 紫技能箱, 40271
239530, 167317, EntityPoint, 紫技能箱, 40272
243745, 184750, EntityPoint, 紫技能箱, 40274
249658, 186086, EntityPoint, 紫技能箱, 40275
253673, 178908, EntityPoint, 紫技能箱, 40276
248326, 185593, EntityPoint, 紫技能箱, 40277
246587, 183538, EntityPoint, 紫道具箱, 40279
244115, 184416, EntityPoint, 紫道具箱, 40280
245574, 184568, EntityPoint, 紫道具箱, 40281
248175, 185665, EntityPoint, 紫道具箱, 40282
249549, 182679, EntityPoint, 紫道具箱, 40283
245090, 174571, EntityPoint, 紫道具箱, 40284
242953, 179708, EntityPoint, 蓝装备箱, 40298
245347, 183202, EntityPoint, 蓝装备箱, 40299
246858, 183595, EntityPoint, 蓝装备箱, 40300
239757, 167579, EntityPoint, 蓝装备箱, 40301
239183, 167475, EntityPoint, 蓝装备箱, 40302
249739, 181520, EntityPoint, 蓝装备箱, 40303
246885, 183785, EntityPoint, 蓝道具箱, 40304
245117, 174487, EntityPoint, 紫技能箱, 40305
243775, 184493, EntityPoint, 蓝道具箱, 40307
253739, 178808, EntityPoint, 蓝道具箱, 40315
251749, 174195, EntityPoint, 蓝道具箱, 40316
251656, 174022, EntityPoint, 紫技能箱, 40321
241855, 180485, EntityPoint, 紫技能箱, 40323
241855, 180485, EntityPoint, 紫技能箱, 40326
245071, 184545, EntityPoint, 紫技能箱, 40327
249560, 182372, EntityPoint, 紫技能箱, 40329
253624, 178795, EntityPoint, 紫技能箱, 40330
247447, 194055, EntityPoint, 蓝装备箱, 40351
239142, 191664, EntityPoint, 蓝装备箱, 40353
239540, 188149, EntityPoint, 蓝装备箱, 40357
239540, 185103, EntityPoint, 蓝装备箱, 40359
242813, 179684, EntityPoint, 蓝装备箱, 40361
236255, 178357, EntityPoint, 蓝装备箱, 40365
244231, 195188, EntityPoint, 蓝道具箱, 40371
244743, 188641, EntityPoint, 蓝道具箱, 40373
239218, 191814, EntityPoint, 蓝道具箱, 40374
236575, 183718, EntityPoint, 蓝道具箱, 40375
239555, 178536, EntityPoint, 蓝道具箱, 40376
232943, 190150, EntityPoint, 蓝道具箱, 40377
236271, 178472, EntityPoint, 蓝道具箱, 40378
247774, 194053, EntityPoint, 紫技能箱, 40382
244963, 188919, EntityPoint, 紫技能箱, 40385
232563, 189814, EntityPoint, 紫技能箱, 40386
231341, 182979, EntityPoint, 紫技能箱, 40393
239540, 178399, EntityPoint, 紫技能箱, 40394
236270, 178609, EntityPoint, 紫装备箱, 40421
239995, 187950, EntityPoint, 紫装备箱, 40422
232004, 182969, EntityPoint, 紫装备箱, 40423
236246, 178780, EntityPoint, 紫装备箱, 40424
231856, 179974, EntityPoint, 紫装备箱, 40425
227625, 169056, EntityPoint, 紫技能箱, 40426
239590, 178480, EntityPoint, 紫技能箱, 40427
241818, 180622, EntityPoint, 紫技能箱, 40428
239596, 185086, EntityPoint, 紫技能箱, 40430
239198, 191686, EntityPoint, 紫道具箱, 40436
244260, 195075, EntityPoint, 紫道具箱, 40437
242944, 179533, EntityPoint, 紫道具箱, 40438
226955, 189972, EntityPoint, 蓝装备箱, 40479
228679, 174921, EntityPoint, 蓝装备箱, 40480
225403, 176114, EntityPoint, 蓝装备箱, 40481
227450, 181433, EntityPoint, 紫装备箱, 40483
226794, 189417, EntityPoint, 紫装备箱, 40489
226924, 189887, EntityPoint, 蓝道具箱, 40514
231383, 182454, EntityPoint, 蓝道具箱, 40515
222187, 190334, EntityPoint, 蓝道具箱, 40519
228624, 177638, EntityPoint, 蓝道具箱, 40520
226756, 189690, EntityPoint, 紫道具箱, 40524
228399, 174743, EntityPoint, 紫道具箱, 40527
228987, 177577, EntityPoint, 紫技能箱, 40533
222409, 188108, EntityPoint, 紫技能箱, 40535
226792, 181627, EntityPoint, 紫技能箱, 40536
227458, 180589, EntityPoint, 紫技能箱, 40537
232004, 182391, EntityPoint, 紫技能箱, 40538
219254, 171744, EntityPoint, 紫技能箱, 40539
220047, 173550, EntityPoint, 紫装备箱, 40584
219689, 173566, EntityPoint, 紫道具箱, 40585
231851, 165525, EntityPoint, 紫技能箱, 40586
231347, 165871, EntityPoint, 紫装备箱, 40587
231878, 165877, EntityPoint, 紫道具箱, 40588
230847, 172546, EntityPoint, 紫技能箱, 40589
241271, 169655, EntityPoint, 紫技能箱, 40590
227799, 169313, EntityPoint, 蓝装备箱, 40593
227736, 169256, EntityPoint, 蓝道具箱, 40596
231286, 165472, EntityPoint, 紫技能箱, 40597
230861, 172877, EntityPoint, 蓝装备箱, 40605
241183, 169518, EntityPoint, 蓝装备箱, 40606
230875, 173264, EntityPoint, 蓝道具箱, 40615
239480, 178484, EntityPoint, 蓝道具箱, 40618
239861, 174819, EntityPoint, 紫技能箱, 40619
239659, 174714, EntityPoint, 紫技能箱, 40622
247199, 185970, EntityPoint, 金装备箱, 40835
247139, 185811, EntityPoint, 蓝道具箱, 40836
247118, 185622, EntityPoint, 金技能箱, 40837
219945, 171902, EntityPoint, 金装备箱, 40838
220719, 172150, EntityPoint, 金技能箱, 40840
227447, 169214, EntityPoint, 金装备箱, 40841
227474, 169111, EntityPoint, 金技能箱, 40843
222081, 190065, EntityPoint, 金装备箱, 40844
223990, 190393, EntityPoint, 蓝道具箱, 40845
223972, 190933, EntityPoint, 金技能箱, 40846
249685, 186420, EntityPoint, 紫装备箱, 40847
249776, 181741, EntityPoint, 紫装备箱, 40848
0, 0, EntityPoint, 紫装备箱, 40849
243773, 185118, EntityPoint, 紫装备箱, 40850
243776, 185535, EntityPoint, 蓝装备箱, 40851
249949, 181390, EntityPoint, 紫技能箱, 40852
248374, 185758, EntityPoint, 蓝装备箱, 40854
241764, 180389, EntityPoint, 紫装备箱, 40855
128664, 150835, EntityPoint, 金装备箱, 40882
128797, 150537, EntityPoint, 金技能箱, 40886
137532, 161736, EntityPoint, 金装备箱, 40887
138000, 162091, EntityPoint, 金技能箱, 40889
247656, 193979, EntityPoint, 蓝装备箱, 41075
245064, 188389, EntityPoint, 紫装备箱, 41076
227376, 168884, EntityPoint, 紫装备箱, 41077
236212, 183650, EntityPoint, 紫技能箱, 41079
0, 0, EntityPoint, 蓝道具箱, 41080
0, 0, EntityPoint, 蓝道具箱, 41081
235896, 183404, EntityPoint, 蓝装备箱, 41082
241845, 180294, EntityPoint, 蓝装备箱, 41083
245155, 183217, EntityPoint, 紫技能箱, 41085
232923, 189797, EntityPoint, 紫装备箱, 41086
232575, 190132, EntityPoint, 紫技能箱, 41087
243489, 174504, EntityPoint, 紫道具箱, 41091
191782, 133444, EntityPoint, 蓝装备箱, 40856
187509, 140121, EntityPoint, 蓝装备箱, 40858
199016, 129838, EntityPoint, 蓝装备箱, 40859
182173, 128964, EntityPoint, 蓝装备箱, 40860
191591, 128729, EntityPoint, 蓝装备箱, 40861
197071, 140768, EntityPoint, 蓝装备箱, 40862
182315, 133398, EntityPoint, 蓝装备箱, 40863
175339, 133508, EntityPoint, 蓝装备箱, 40864
175584, 141454, EntityPoint, 蓝装备箱, 40865
176390, 151816, EntityPoint, 蓝装备箱, 40866
189825, 149453, EntityPoint, 蓝装备箱, 40867
183287, 158162, EntityPoint, 蓝装备箱, 40868
190285, 158301, EntityPoint, 蓝装备箱, 40869
210111, 137614, EntityPoint, 蓝装备箱, 40870
207229, 145686, EntityPoint, 蓝装备箱, 40871
200041, 145994, EntityPoint, 蓝装备箱, 40872
203801, 154701, EntityPoint, 蓝装备箱, 40873
