
11, 江天一色, [752$$ 812$$ 872$$ 932], 41级杭州高等级任务装复刻获得<br>主城服装店处购买亦可获得, icon_64_equip_coat_M_M_cSJ_0021, icon_64_equip_coat_F_F_TY_0029_03, icon_64_equip_coat_Z_Z_TY_0029_03, icon_64_equip_coat_M_M_cSJ_0021, icon_suit_equip_M_M_cSJ_0021, icon_suit_equip_F_F_TY_0029_03, icon_suit_equip_Z_Z_TY_0029_03, icon_suit_equip_M_M_cSJ_0021, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 11, 
12, 墨武清流, [753$$ 813$$ 873$$ 933], 51级九华高等级任务装复刻获得<br>主城服装店处购买亦可获得, icon_64_equip_coat_M_M_TY_0012, icon_64_equip_coat_F_F_TY_0012, icon_64_equip_coat_Z_Z_TY_0012, icon_64_equip_coat_M_M_TY_0012, icon_suit_equip_M_M_TY_0012, icon_suit_equip_F_F_TY_0012, icon_suit_equip_Z_Z_TY_0012, icon_suit_equip_M_M_TY_0012, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 12, 
13, 韶华争荣, [754$$ 814$$ 874$$ 934], 61级徐海任务装复刻获得<br>主城服装店处购买亦可获得, icon_64_equip_coat_M_M_TY_0021, icon_64_equip_coat_F_F_TX_0012_03, icon_64_equip_coat_Z_Z_TX_0012_03, icon_64_equip_coat_M_M_TY_0021, icon_suit_equip_M_M_TY_0021, icon_suit_equip_F_F_TX_0012_03, icon_suit_equip_Z_Z_TX_0012_03, icon_suit_equip_M_M_TY_0021, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 13, 
14, 霜夜沧溟, [755$$ 815$$ 875$$ 935], 魅力商店兑换获得, icon_64_equip_coat_M_M_TY_3016, icon_64_equip_coat_F_F_TY_3016, icon_64_equip_coat_Z_Z_TY_3016, icon_64_equip_coat_M_M_TY_3016, icon_suit_equip_M_M_TY_3016, icon_suit_equip_F_F_TY_3016, icon_suit_equip_Z_Z_TY_3016, icon_suit_equip_M_M_TY_3016, 0, 0, 0, 0, 0, [], huodong, 1, 0, , 1, 14, 
15, 万象若新, [756$$ 816$$ 876$$ 936], 暂未开放, icon_64_equip_coat_M_M_cWS_0017, icon_64_equip_coat_F_F_cSJ_0014a, icon_64_equip_coat_Z_Z_cSJ_0014a, icon_64_equip_coat_M_M_cWS_0017, icon_suit_equip_M_M_cWS_0017, icon_suit_equip_F_F_cSJ_0014a, icon_suit_equip_Z_Z_cSJ_0014a, icon_suit_equip_M_M_cWS_0017, 0, 0, 0, 0, 0, [], other, 1, 0, , 1, 15, 
16, 秦川逐雪, [712$$ 772$$ 832$$ 892], 太白专属外装<br>新手装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_TB_0002, icon_64_equip_coat_F_F_TB_0005, icon_64_equip_coat_Z_Z_TB_0005, icon_64_equip_coat_M_M_TB_0002, icon_suit_equip_M_M_TB_0002, icon_suit_equip_F_F_TB_0005, icon_suit_equip_Z_Z_TB_0005, icon_suit_equip_M_M_TB_0002, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 16, 
17, 剑鸣广陌, [713$$ 773$$ 833$$ 893], 太白专属外装<br>门派任务装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_TB_0011, icon_64_equip_coat_F_F_TB_0011, icon_64_equip_coat_Z_Z_TB_0011, icon_64_equip_coat_M_M_TB_0011, icon_suit_equip_M_M_TB_0011, icon_suit_equip_F_F_TB_0011, icon_suit_equip_Z_Z_TB_0011, icon_suit_equip_M_M_TB_0011, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 17, 
18, 剑啸寒川, [714$$ 774$$ 834$$ 894], 太白专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_TB_0009, icon_64_equip_coat_F_F_TB_0012, icon_64_equip_coat_Z_Z_TB_0012, icon_64_equip_coat_M_M_TB_0009, icon_suit_equip_M_M_TB_0009, icon_suit_equip_F_F_TB_0012, icon_suit_equip_Z_Z_TB_0012, icon_suit_equip_M_M_TB_0009, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 18, 
19, 秦风唱晚, [715$$ 775$$ 835$$ 895], 太白专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_TB_0010, icon_64_equip_coat_F_F_TB_0010, icon_64_equip_coat_Z_Z_TB_0010, icon_64_equip_coat_M_M_TB_0010, icon_suit_equip_M_M_TB_0010, icon_suit_equip_F_F_TB_0010, icon_suit_equip_Z_Z_TB_0010, icon_suit_equip_M_M_TB_0010, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 19, 
20, 朔风吟月, [716$$ 776$$ 836$$ 896], 太白专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_TB_0013, icon_64_equip_coat_F_F_TB_0013, icon_64_equip_coat_Z_Z_TB_0013, icon_64_equip_coat_M_M_TB_0013, icon_suit_equip_M_M_TB_0013, icon_suit_equip_F_F_TB_0013, icon_suit_equip_Z_Z_TB_0013, icon_suit_equip_M_M_TB_0013, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 20, 
21, 燕云飞沙, [718$$ 778$$ 838$$ 898], 神威专属外装<br>新手装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_SW_0020, icon_64_equip_coat_F_F_SW_0013, icon_64_equip_coat_Z_Z_SW_0013, icon_64_equip_coat_M_M_SW_0020, icon_suit_equip_M_M_SW_0020, icon_suit_equip_F_F_SW_0013, icon_suit_equip_Z_Z_SW_0013, icon_suit_equip_M_M_SW_0020, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 21, 
22, 七月流火, [719$$ 779$$ 839$$ 899], 神威专属外装<br>门派任务装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_SW_0013, icon_64_equip_coat_F_F_SW_0020, icon_64_equip_coat_Z_Z_SW_0020, icon_64_equip_coat_M_M_SW_0013, icon_suit_equip_M_M_SW_0013, icon_suit_equip_F_F_SW_0020, icon_suit_equip_Z_Z_SW_0020, icon_suit_equip_M_M_SW_0013, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 22, 
23, 勇冠三军, [720$$ 780$$ 840$$ 900], 神威专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_SW_0014, icon_64_equip_coat_F_F_SW_0014, icon_64_equip_coat_Z_Z_SW_0014, icon_64_equip_coat_M_M_SW_0014, icon_suit_equip_M_M_SW_0014, icon_suit_equip_F_F_SW_0014, icon_suit_equip_Z_Z_SW_0014, icon_suit_equip_M_M_SW_0014, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 23, 
24, 扬沙万里, [721$$ 781$$ 841$$ 901], 神威专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_SW_0015, icon_64_equip_coat_F_F_SW_0015, icon_64_equip_coat_Z_Z_SW_0015, icon_64_equip_coat_M_M_SW_0015, icon_suit_equip_M_M_SW_0015, icon_suit_equip_F_F_SW_0015, icon_suit_equip_Z_Z_SW_0015, icon_suit_equip_M_M_SW_0015, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 24, 
25, 扬名千秋, [722$$ 782$$ 842$$ 902], 神威专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_SW_0016, icon_64_equip_coat_F_F_SW_0016, icon_64_equip_coat_Z_Z_SW_0016, icon_64_equip_coat_M_M_SW_0016, icon_suit_equip_M_M_SW_0016, icon_suit_equip_F_F_SW_0016, icon_suit_equip_Z_Z_SW_0016, icon_suit_equip_M_M_SW_0016, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 25, 
26, 醉饮湖湘, [724$$ 784$$ 844$$ 904], 丐帮专属外装<br>新手装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_K_K_GB_0014, icon_64_equip_coat_F_F_GB_0014, icon_64_equip_coat_Z_Z_GB_0014, icon_64_equip_coat_K_K_GB_0014, icon_suit_equip_K_K_GB_0014, icon_suit_equip_F_F_GB_0014, icon_suit_equip_Z_Z_GB_0014, icon_suit_equip_K_K_GB_0014, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 26, 
27, 侠影疏狂, [725$$ 785$$ 845$$ 905], 丐帮专属外装<br>门派任务装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_K_K_GB_0013, icon_64_equip_coat_F_F_GB_0013, icon_64_equip_coat_Z_Z_GB_0013, icon_64_equip_coat_K_K_GB_0013, icon_suit_equip_K_K_GB_0013, icon_suit_equip_F_F_GB_0013, icon_suit_equip_Z_Z_GB_0013, icon_suit_equip_K_K_GB_0013, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 27, 
28, 侠骨多情, [726$$ 786$$ 846$$ 906], 丐帮专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_K_K_GB_0015, icon_64_equip_coat_F_F_GB_0015, icon_64_equip_coat_Z_Z_GB_0015, icon_64_equip_coat_K_K_GB_0015, icon_suit_equip_K_K_GB_0015, icon_suit_equip_F_F_GB_0015, icon_suit_equip_Z_Z_GB_0015, icon_suit_equip_K_K_GB_0015, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 28, 
29, 醉打西风, [727$$ 787$$ 847$$ 907], 丐帮专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_K_K_GB_0016, icon_64_equip_coat_F_F_GB_0016, icon_64_equip_coat_Z_Z_GB_0016, icon_64_equip_coat_K_K_GB_0016, icon_suit_equip_K_K_GB_0016, icon_suit_equip_F_F_GB_0016, icon_suit_equip_Z_Z_GB_0016, icon_suit_equip_K_K_GB_0016, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 29, 
30, 醉卷黄河, [728$$ 788$$ 848$$ 908], 丐帮专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_K_K_GB_0017, icon_64_equip_coat_F_F_GB_0017, icon_64_equip_coat_Z_Z_GB_0017, icon_64_equip_coat_K_K_GB_0017, icon_suit_equip_K_K_GB_0017, icon_suit_equip_F_F_GB_0017, icon_suit_equip_Z_Z_GB_0017, icon_suit_equip_K_K_GB_0017, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 30, 
31, 竹影飞花, [730$$ 790$$ 850$$ 910], 唐门专属外装<br>新手装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_TM_0011, icon_64_equip_coat_F_F_TM_0011, icon_64_equip_coat_Z_Z_TM_0011, icon_64_equip_coat_M_M_TM_0011, icon_suit_equip_M_M_TM_0011, icon_suit_equip_F_F_TM_0011, icon_suit_equip_Z_Z_TM_0011, icon_suit_equip_M_M_TM_0011, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 31, 
32, 琼林倚风, [731$$ 791$$ 851$$ 911], 唐门专属外装<br>门派任务装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_TM_0010, icon_64_equip_coat_F_F_TM_0010, icon_64_equip_coat_Z_Z_TM_0010, icon_64_equip_coat_M_M_TM_0010, icon_suit_equip_M_M_TM_0010, icon_suit_equip_F_F_TM_0010, icon_suit_equip_Z_Z_TM_0010, icon_suit_equip_M_M_TM_0010, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 32, 
33, 琼宫弄月, [732$$ 792$$ 852$$ 912], 唐门专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_TM_0012, icon_64_equip_coat_F_F_TM_0012, icon_64_equip_coat_Z_Z_TM_0012, icon_64_equip_coat_M_M_TM_0012, icon_suit_equip_M_M_TM_0012, icon_suit_equip_F_F_TM_0012, icon_suit_equip_Z_Z_TM_0012, icon_suit_equip_M_M_TM_0012, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 33, 
34, 俪影飞星, [733$$ 793$$ 853$$ 913], 唐门专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_TM_0013, icon_64_equip_coat_F_F_TM_0013, icon_64_equip_coat_Z_Z_TM_0013, icon_64_equip_coat_M_M_TM_0013, icon_suit_equip_M_M_TM_0013, icon_suit_equip_F_F_TM_0013, icon_suit_equip_Z_Z_TM_0013, icon_suit_equip_M_M_TM_0013, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 34, 
35, 寒影追魂, [734$$ 794$$ 854$$ 914], 唐门专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_TM_0014, icon_64_equip_coat_F_F_TM_0014, icon_64_equip_coat_Z_Z_TM_0014, icon_64_equip_coat_M_M_TM_0014, icon_suit_equip_M_M_TM_0014, icon_suit_equip_F_F_TM_0014, icon_suit_equip_Z_Z_TM_0014, icon_suit_equip_M_M_TM_0014, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 35, 
36, 云海蹑踪, [736$$ 796$$ 856$$ 916], 真武专属外装<br>新手装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_ZW_0005, icon_64_equip_coat_F_F_ZW_0009, icon_64_equip_coat_Z_Z_ZW_0009, icon_64_equip_coat_M_M_ZW_0005, icon_suit_equip_M_M_ZW_0005, icon_suit_equip_F_F_ZW_0009, icon_suit_equip_Z_Z_ZW_0009, icon_suit_equip_M_M_ZW_0005, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 36, 
37, 玄虚清镜, [737$$ 797$$ 857$$ 917], 真武专属外装<br>门派任务装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_ZW_0004, icon_64_equip_coat_F_F_ZW_0008, icon_64_equip_coat_Z_Z_ZW_0008, icon_64_equip_coat_M_M_ZW_0004, icon_suit_equip_M_M_ZW_0004, icon_suit_equip_F_F_ZW_0008, icon_suit_equip_Z_Z_ZW_0008, icon_suit_equip_M_M_ZW_0004, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 37, 
38, 画水微明, [738$$ 798$$ 858$$ 918], 真武专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_ZW_0006, icon_64_equip_coat_F_F_ZW_0006, icon_64_equip_coat_Z_Z_ZW_0006, icon_64_equip_coat_M_M_ZW_0006, icon_suit_equip_M_M_ZW_0006, icon_suit_equip_F_F_ZW_0006, icon_suit_equip_Z_Z_ZW_0006, icon_suit_equip_M_M_ZW_0006, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 38, 
39, 澹云未雨, [739$$ 799$$ 859$$ 919], 真武专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_ZW_0007, icon_64_equip_coat_F_F_ZW_0011, icon_64_equip_coat_Z_Z_ZW_0011, icon_64_equip_coat_M_M_ZW_0007, icon_suit_equip_M_M_ZW_0007, icon_suit_equip_F_F_ZW_0011, icon_suit_equip_Z_Z_ZW_0011, icon_suit_equip_M_M_ZW_0007, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 39, 
40, 拂雨冲云, [740$$ 800$$ 860$$ 920], 真武专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_ZW_0008, icon_64_equip_coat_F_F_ZW_0012, icon_64_equip_coat_Z_Z_ZW_0012, icon_64_equip_coat_M_M_ZW_0008, icon_suit_equip_M_M_ZW_0008, icon_suit_equip_F_F_ZW_0016, icon_suit_equip_Z_Z_ZW_0012, icon_suit_equip_M_M_ZW_0008, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 40, 
41, 纫秋为佩, [1192$$ 1198$$ 1204$$ 1210], 天香专属外装<br>新手装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_F_F_TX_0006, icon_64_equip_coat_F_F_TX_0006, icon_64_equip_coat_Z_Z_TX_0006, icon_64_equip_coat_F_F_TX_0006, , icon_suit_equip_F_F_TX_0006, icon_suit_equip_Z_Z_TX_0006, , 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 41, 
42, 沐风为裳, [1193$$ 1199$$ 1205$$ 1211], 天香专属外装<br>门派任务装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_F_F_TX_0014, icon_64_equip_coat_F_F_TX_0014, icon_64_equip_coat_Z_Z_TX_0014, icon_64_equip_coat_F_F_TX_0014, , icon_suit_equip_F_F_TX_0014, icon_suit_equip_Z_Z_TX_0014, , 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 42, 
43, 轻梅映雪, [1194$$ 1200$$ 1206$$ 1212], 天香专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_F_F_TX_0007, icon_64_equip_coat_F_F_TX_0007, icon_64_equip_coat_Z_Z_TX_0007, icon_64_equip_coat_F_F_TX_0007, , icon_suit_equip_F_F_TX_0007, icon_suit_equip_Z_Z_TX_0007, , 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 43, 
44, 暮语亭兰, [1195$$ 1201$$ 1207$$ 1213], 天香专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_F_F_TX_0016, icon_64_equip_coat_F_F_TX_0016, icon_64_equip_coat_Z_Z_TX_0016, icon_64_equip_coat_F_F_TX_0016, , icon_suit_equip_F_F_TX_0016, icon_suit_equip_Z_Z_TX_0016, , 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 44, 
45, 芳姿盈袖, [1196$$ 1202$$ 1208$$ 1214], 天香专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_F_F_TX_0015, icon_64_equip_coat_F_F_TX_0015, icon_64_equip_coat_Z_Z_TX_0015, icon_64_equip_coat_F_F_TX_0015, , icon_suit_equip_F_F_TX_0015, icon_suit_equip_Z_Z_TX_0015, , 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 45, 
46, 苍蓝流苏, [742$$ 802$$ 862$$ 922], 五毒专属外装<br>新手装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_WD_0011, icon_64_equip_coat_F_F_WD_0011, icon_64_equip_coat_Z_Z_WD_0011, icon_64_equip_coat_M_M_WD_0011, icon_suit_equip_M_M_WD_0011, icon_suit_equip_F_F_WD_0011, icon_suit_equip_Z_Z_WD_0011, icon_suit_equip_M_M_WD_0011, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 46, 
47, 挂月松石, [743$$ 803$$ 863$$ 923], 五毒专属外装<br>门派任务装复刻获得<br>门派服装店处购买亦可获得, icon_64_equip_coat_M_M_WD_0012, icon_64_equip_coat_F_F_WD_0012, icon_64_equip_coat_Z_Z_WD_0012, icon_64_equip_coat_M_M_WD_0012, icon_suit_equip_M_M_WD_0012, icon_suit_equip_F_F_WD_0012, icon_suit_equip_Z_Z_WD_0012, icon_suit_equip_M_M_WD_0012, 0, 0, 0, 0, 0, [], work, 1, 0, , 1, 47, 
48, 飞凤苗银, [744$$ 804$$ 864$$ 924], 五毒专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_WD_0013, icon_64_equip_coat_F_F_WD_0013, icon_64_equip_coat_Z_Z_WD_0013, icon_64_equip_coat_M_M_WD_0013, icon_suit_equip_M_M_WD_0013, icon_suit_equip_F_F_WD_0013, icon_suit_equip_Z_Z_WD_0013, icon_suit_equip_M_M_WD_0013, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 48, 
49, 彩雉青纹, [745$$ 805$$ 865$$ 925], 五毒专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_WD_0014, icon_64_equip_coat_F_F_WD_0014, icon_64_equip_coat_Z_Z_WD_0014, icon_64_equip_coat_M_M_WD_0014, icon_suit_equip_M_M_WD_0014, icon_suit_equip_F_F_WD_0014, icon_suit_equip_Z_Z_WD_0014, icon_suit_equip_M_M_WD_0014, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 49, 
50, 掩海遮风, [746$$ 806$$ 866$$ 926], 五毒专属外装<br>制造产出的金色装备复刻获得<br>其他产出方式暂未开放, icon_64_equip_coat_M_M_WD_0015, icon_64_equip_coat_F_F_WD_0015, icon_64_equip_coat_Z_Z_WD_0015, icon_64_equip_coat_M_M_WD_0015, icon_suit_equip_M_M_WD_0015, icon_suit_equip_F_F_WD_0015, icon_suit_equip_Z_Z_WD_0015, icon_suit_equip_M_M_WD_0015, 0, 0, 0, 0, 0, [], prod, 1, 0, , 1, 50, 
51, 蓑笠寒江, [763$$ 823$$ 883$$ 943], 复刻自雨夜镇天牢普通本掉落装备, icon_64_equip_coat_M_M_cSF_0004b, icon_64_equip_coat_F_F_cSF_0004b, icon_64_equip_coat_Z_Z_cSF_0004b, icon_64_equip_coat_M_M_cSF_0004b, icon_suit_equip_M_M_cSF_0004b, icon_suit_equip_F_F_cSF_0004b, icon_suit_equip_Z_Z_cSF_0004b, icon_suit_equip_M_M_cSF_0004b, 0, 0, 0, 0, 0, [], huaben, 1, 0, , 1, 51, 
52, 欲饮琵琶, [764$$ 824$$ 884$$ 944], 魅力商店兑换获得, icon_64_equip_coat_M_M_cSJ_0022, icon_64_equip_coat_F_F_cSJ_0004l, icon_64_equip_coat_Z_Z_cSJ_0004l, icon_64_equip_coat_M_M_cSJ_0022, icon_suit_equip_M_M_cSJ_0022, icon_suit_equip_F_F_cSJ_0004l, icon_suit_equip_Z_Z_cSJ_0004l, icon_suit_equip_M_M_cSJ_0022, 0, 0, 0, 0, 0, [], huaben, 1, 0, , 1, 52, 
53, 瀚海青龙, [765$$ 825$$ 885$$ 945], 魅力商店兑换获得, icon_64_equip_coat_M_M_cQL_0008, icon_64_equip_coat_F_F_cQL_0001d, icon_64_equip_coat_Z_Z_cQL_0001d, icon_64_equip_coat_M_M_cQL_0008, icon_suit_equip_M_M_cQL_0008, icon_suit_equip_F_F_cQL_0001d, icon_suit_equip_Z_Z_cQL_0001d, icon_suit_equip_M_M_cQL_0008, 0, 0, 0, 0, 0, [], huaben, 1, 0, , 1, 53, 
