a, b, skillId, familyLevel, , , , , , , , , xiuwei, banggong, , suiyin, , , , , , , , , , , , , , , , , , , des,

33, 2, 20, 3, 4, 350, 0, 600000, 0, 0, 0, 1539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [5$$ 6$$ 7], [300$$ 300$$ 300], 0, 0, 提升哨塔耐久度600,
34, 2, 20, 4, 5, 400, 0, 800000, 0, 0, 0, 2051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [5$$ 6$$ 7], [400$$ 400$$ 400], 0, 0, 提升哨塔耐久度1000,
35, 2, 20, 5, 10, 9999, 0, 1000000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [5$$ 6$$ 7], [500$$ 500$$ 500], 0, 0, 提升哨塔耐久度1500,
36, 2, 21, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, 提升每日维护效率,
37, 2, 21, 1, 2, 200, 0, 200000, 0, 0, 0, 515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化3%,
38, 2, 21, 2, 3, 300, 0, 400000, 0, 0, 0, 1027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化8%,
39, 2, 21, 3, 4, 350, 0, 600000, 0, 0, 0, 1539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化15%,
40, 2, 21, 4, 5, 400, 0, 800000, 0, 0, 0, 2051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 9, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化24%,
41, 2, 21, 5, 10, 500, 0, 1000000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 11, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化35%,
3757, 2, 21, 6, 15, 600, 0, 1200000, 0, 0, 0, 3075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化40%,
3758, 2, 21, 7, 20, 700, 0, 1400000, 0, 0, 0, 3587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化45%,
3759, 2, 21, 8, 25, 800, 0, 1600000, 0, 0, 0, 4099, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化50%,
3760, 2, 21, 9, 25, 900, 0, 1800000, 0, 0, 0, 4611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化55%,
3761, 2, 21, 10, 25, 1000, 0, 2000000, 0, 0, 0, 5123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升每日维护建筑进度、玉石、科技进度的转化60%,
42, 2, 22, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, 提升总舵陷阱效果,
43, 2, 22, 1, 1, 20, 0, 50000, 0, 0, 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
44, 2, 22, 2, 1, 30, 0, 100000, 0, 0, 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
45, 2, 22, 3, 2, 40, 0, 150000, 0, 0, 0, 515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
46, 2, 22, 4, 2, 50, 0, 200000, 0, 0, 0, 515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
47, 2, 22, 5, 3, 60, 0, 250000, 0, 0, 0, 771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
48, 2, 22, 6, 3, 70, 0, 300000, 0, 0, 0, 771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
49, 2, 22, 7, 4, 80, 0, 350000, 0, 0, 0, 1027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
50, 2, 22, 8, 4, 90, 0, 400000, 0, 0, 0, 1027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
51, 2, 22, 9, 5, 100, 0, 450000, 0, 0, 0, 1283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
52, 2, 22, 10, 5, 110, 0, 500000, 0, 0, 0, 1283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
53, 2, 22, 11, 6, 120, 0, 550000, 0, 0, 0, 1539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
54, 2, 22, 12, 6, 130, 0, 600000, 0, 0, 0, 1539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
55, 2, 22, 13, 7, 140, 0, 650000, 0, 0, 0, 1795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
56, 2, 22, 14, 7, 150, 0, 700000, 0, 0, 0, 1795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
57, 2, 22, 15, 8, 160, 0, 750000, 0, 0, 0, 2051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
58, 2, 22, 16, 8, 170, 0, 800000, 0, 0, 0, 2051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
59, 2, 22, 17, 9, 180, 0, 850000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
60, 2, 22, 18, 9, 190, 0, 900000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
61, 2, 22, 19, 10, 200, 0, 950000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
62, 2, 22, 20, 10, 210, 0, 1000000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 提升总舵陷阱效果,
63, 2, 23, 0, 1, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, 学会帮派阵法,
64, 2, 23, 1, 7, 400, 0, 1000000, 0, 0, 0, 1795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
65, 2, 23, 2, 9, 600, 0, 2000000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
66, 2, 23, 3, 11, 800, 0, 3000000, 0, 0, 0, 2819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
67, 2, 24, 0, 1, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, 学会帮派阵法,
68, 2, 24, 1, 7, 400, 0, 1000000, 0, 0, 0, 1795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
69, 2, 24, 2, 9, 600, 0, 2000000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
70, 2, 24, 3, 11, 800, 0, 3000000, 0, 0, 0, 2819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
71, 2, 25, 0, 1, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, 学会帮派阵法,
72, 2, 25, 1, 7, 400, 0, 1000000, 0, 0, 0, 1795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
73, 2, 25, 2, 9, 600, 0, 2000000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
74, 2, 25, 3, 11, 800, 0, 3000000, 0, 0, 0, 2819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, [], [], 0, 0, 学会帮派阵法,
75, 3, 26, 0, 1, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
76, 3, 26, 1, 9, 120, 0, 300000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
77, 3, 26, 2, 9, 180, 0, 600000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
78, 3, 26, 3, 9, 240, 0, 900000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
79, 3, 26, 4, 9, 300, 0, 1200000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
80, 3, 26, 5, 9, 360, 0, 1500000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
81, 3, 26, 6, 9, 420, 0, 1800000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
82, 3, 26, 7, 10, 480, 0, 2100000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
83, 3, 26, 8, 10, 540, 0, 2400000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
84, 3, 26, 9, 10, 600, 0, 2700000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
85, 3, 26, 10, 10, 660, 0, 3000000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
86, 3, 26, 11, 10, 720, 0, 3300000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
87, 3, 26, 12, 10, 780, 0, 3600000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
88, 3, 27, 0, 1, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
89, 3, 27, 1, 9, 120, 0, 300000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
90, 3, 27, 2, 9, 180, 0, 600000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
91, 3, 27, 3, 9, 240, 0, 900000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
92, 3, 27, 4, 9, 300, 0, 1200000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
93, 3, 27, 5, 9, 360, 0, 1500000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
94, 3, 27, 6, 9, 420, 0, 1800000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
95, 3, 27, 7, 10, 480, 0, 2100000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
96, 3, 27, 8, 10, 540, 0, 2400000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
97, 3, 27, 9, 10, 600, 0, 2700000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
98, 3, 27, 10, 10, 660, 0, 3000000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
99, 3, 27, 11, 10, 720, 0, 3300000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
100, 3, 27, 12, 10, 780, 0, 3600000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
101, 3, 28, 0, 1, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
102, 3, 28, 1, 9, 120, 0, 300000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
103, 3, 28, 2, 9, 180, 0, 600000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
104, 3, 28, 3, 9, 240, 0, 900000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
105, 3, 28, 4, 9, 300, 0, 1200000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
106, 3, 28, 5, 9, 360, 0, 1500000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
107, 3, 28, 6, 9, 420, 0, 1800000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
108, 3, 28, 7, 10, 480, 0, 2100000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
109, 3, 28, 8, 10, 540, 0, 2400000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
110, 3, 28, 9, 10, 600, 0, 2700000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
111, 3, 28, 10, 10, 660, 0, 3000000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
112, 3, 28, 11, 10, 720, 0, 3300000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
113, 3, 28, 12, 10, 780, 0, 3600000, 0, 0, 0, 2563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
114, 3, 29, 0, 1, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
115, 3, 29, 1, 9, 120, 0, 300000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
116, 3, 29, 2, 9, 180, 0, 600000, 0, 0, 0, 2307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, [], [], 0, 0, ,
